Time,Mag,Lat,Long,Depth,Day,Month
22,2.36,38.8396667,-122.8375,1.623,30,4
19,2.5,38.837,-122.7738333,2.059,30,4
22,2.36,36.6368333,-121.2571667,10.426,27,4
19,2.01,38.0581667,-121.8918333,17.122,27,4
18,2.44,37.9638333,-122.3488333,4.66,27,4
8,2.18,38.8023333,-122.8016667,2.398,25,4
0,2.17,37.3095,-121.6803333,7.825,24,4
17,2.14,38.8125,-122.8176667,2.55,23,4
16,2.76,38.8271667,-122.8521667,1.64,21,4
12,2.33,37.006,-121.4618333,6.9,21,4
9,2.02,38.834,-122.7983333,1.723,21,4
18,2.05,39.006,-122.5235,0.072,18,4
1,2.18,38.8073333,-122.8173333,2.88,17,4
15,2.07,38.8396667,-122.8293333,1.804,16,4
15,2.24,38.84,-122.8291667,1.894,16,4
3,2.09,38.8138333,-122.8158333,2.5,15,4
9,2.08,38.777,-122.718,1.547,14,4
11,2.16,38.794,-122.8106667,2.733,13,4
8,2.65,38.8288333,-122.8001667,0.958,13,4
5,3.9,38.7873333,-122.7756667,2.849,13,4
4,2.26,37.1268333,-121.5285,7.738,13,4
3,2.46,38.0243333,-122.39,6.589,12,4
21,2.32,38.133,-121.8831667,20.629,11,4
10,2.72,38.8236667,-122.825,2.051,11,4
7,2.02,36.8453333,-121.4108333,9.242,11,4
5,2.17,36.4708333,-121.0473333,4.957,11,4
8,2.08,38.7926667,-122.8036667,2.888,8,4
7,2.77,38.7508333,-122.7016667,1.212,8,4
21,2.81,38.8251667,-122.7778333,0.722,7,4
20,2.12,38.0838333,-121.9411667,19.469,7,4
17,2.46,36.6138333,-121.2223333,6.279,7,4
14,2.82,36.8445,-121.411,9.612,6,4
22,2.45,37.3395,-122.113,6.986,5,4
2,2.05,38.7925,-122.7788333,0.61,5,4
2,2.44,38.802,-122.7676667,1.179,5,4
2,4.25,38.7956667,-122.7608333,1.825,5,4
6,2.12,36.236,-120.808,9.537,4,4
0,2.77,38.8188333,-122.7913333,2.58,4,4
20,2.3,38.7568333,-122.7261667,1.275,3,4
5,2.35,38.8121667,-122.8113333,2.98,3,4
16,2.38,38.4421667,-122.5055,9.847,2,4
0,2.15,36.5761667,-121.0858333,10.529,2,4
19,2.9,37.084,-122.3536667,8.086,1,4
15,2.26,38.8203333,-122.8033333,2.929,1,4
16,2.69,38.7901667,-122.7775,1.849,30,3
5,2.69,37.54,-121.9223333,9.806,29,3
12,2.76,38.7958333,-122.7733333,3.08,28,3
19,2.38,38.747,-122.708,1.262,27,3
23,2.09,38.8248333,-122.8051667,2.457,26,3
15,2.19,38.8523333,-122.8006667,1.833,25,3
9,2.16,37.3575,-121.7143333,8.62,25,3
6,2.07,36.4695,-121.0495,5.219,25,3
6,2.03,38.8235,-122.808,2.354,25,3
9,2.7,38.7948333,-122.7948333,3.14,24,3
0,2.22,36.5526667,-121.1403333,7.977,24,3
15,2.13,38.8358333,-122.8021667,1.835,23,3
22,2.33,38.816,-122.811,3.009,22,3
15,2.46,38.7891667,-122.7338333,1.356,22,3
8,3.08,36.7781667,-121.4955,6.23,21,3
14,2.13,38.821,-122.8238333,1.919,20,3
20,2.1,37.6776667,-121.9648333,15.033,19,3
8,2.22,38.8266667,-122.8046667,1.207,19,3
12,2.08,36.5586667,-121.1555,6.624,18,3
11,2.02,36.5581667,-121.1551667,6.804,18,3
13,2.19,37.1568333,-121.5455,7.611,17,3
10,2.32,36.7555,-121.3915,7.857,17,3
19,2.15,38.7936667,-122.7613333,1.461,15,3
8,2.16,38.8328333,-122.8781667,2.076,15,3
16,2.2,38.811,-122.7881667,3.053,14,3
0,2.52,36.8938333,-121.6283333,6.585,14,3
15,3.48,36.8916667,-121.6278333,6.755,13,3
15,2.08,38.8181667,-122.811,3.299,13,3
4,2.62,36.6605,-121.2816667,5.682,12,3
18,2.31,38.839,-122.829,2.019,11,3
17,2.88,38.7986667,-122.8093333,3.203,11,3
7,2.03,36.2678333,-120.7873333,6.137,10,3
18,2.46,38.8153333,-122.8175,0.729,9,3
11,2.16,37.4451667,-121.7696667,6.479,9,3
3,2.69,38.841,-122.8243333,1.409,9,3
2,2.77,38.8133333,-122.7953333,2.68,9,3
15,2.25,36.5795,-121.1775,5.124,8,3
20,2.33,36.5791667,-121.1758333,5.492,7,3
19,2.21,36.5785,-121.1766667,5.204,7,3
18,2.16,36.5801667,-121.1773333,5.354,7,3
18,2.33,36.581,-121.1761667,5.214,7,3
23,2.17,38.8136667,-122.8185,2.639,6,3
17,2.09,37.434,-122.4203333,7.517,6,3
0,2.38,36.5585,-121.1201667,4.132,6,3
20,2.56,36.5565,-121.1208333,4.407,5,3
20,3.69,36.5571667,-121.1186667,5.582,5,3
10,2.69,38.8326667,-122.8021667,1.173,5,3
4,2.18,38.8253333,-122.7958333,2.05,5,3
2,2.85,37.2565,-121.6373333,5.826,5,3
1,2.13,37.259,-121.6378333,6.066,5,3
1,2.65,37.2581667,-121.6368333,7.336,5,3
6,2.32,37.2425,-121.6261667,5.486,4,3
2,2.04,36.9593333,-121.579,5.701,4,3
18,2.13,37.8773333,-122.2595,8.508,3,3
2,2.1,37.803,-122.5845,3.508,2,3
17,2.52,36.5361667,-121.1203333,3.017,1,3
23,2.88,38.958,-122.6886667,3.249,31,2
18,2.96,38.8095,-122.792,0.946,31,2
10,2.08,38.8286667,-122.8061667,0.027,31,2
7,2.26,38.81,-122.817,2.82,31,2
21,2.2,38.815,-122.7923333,2.113,29,2
18,2.42,38.762,-122.7123333,0.962,29,2
11,2.3,37.8541667,-121.848,15.882,29,2
3,2.38,36.5618333,-121.151,2.664,29,2
0,2.09,36.8401667,-121.5698333,4.25,28,2
0,2.04,37.0681667,-122.3445,10.376,28,2
17,2.92,36.5666667,-121.1595,3.055,27,2
9,2.89,38.8278333,-122.8071667,0.757,27,2
9,2.45,38.8291667,-122.8075,0.387,27,2
3,2.09,38.83,-122.8105,1.707,27,2
8,2.51,37.11,-122.2986667,11.347,26,2
8,2.03,38.7743333,-122.7376667,0.773,26,2
20,2.17,38.794,-122.7566667,0.876,24,2
12,2,38.109,-120.3095,28.18,24,2
8,2.27,38.765,-122.6166667,3.6,24,2
7,2.63,36.8821667,-120.6153333,1.535,24,2
19,2,37.0921667,-121.8911667,10.133,23,2
14,2.05,38.8135,-122.8193333,2.379,22,2
9,2,37.9038333,-122.2116667,6.724,21,2
3,2.25,38.753,-122.918,3.167,21,2
23,2.75,38.751,-122.7281667,0.253,20,2
23,2.6,38.7495,-122.7233333,0.834,20,2
23,2.91,38.753,-122.7228333,1.334,20,2
23,2.02,38.8198333,-122.7946667,3.15,20,2
23,2,38.837,-122.7755,2,20,2
12,2.1,38.809,-122.8216667,1.45,20,2
11,2.17,37.904,-122.0516667,10.375,19,2
8,2.41,36.5876667,-121.1921667,6.14,19,2
8,2.52,36.5873333,-121.1905,7.11,19,2
5,2.76,36.65,-121.2658333,2.972,19,2
16,2.16,38.8338333,-122.761,0.868,17,2
16,3.08,38.8333333,-122.7663333,0.549,17,2
19,2.48,38.0736667,-122.2303333,7.464,15,2
3,2.35,38.7896667,-122.7761667,3.409,15,2
14,2.4,38.797,-122.8105,3.243,14,2
21,2.78,38.8106667,-122.793,1.226,13,2
15,2.21,38.6113333,-121.846,14.214,12,2
9,2.81,38.7693333,-122.7123333,1.377,12,2
7,2.29,37.9288333,-122.3003333,7.685,12,2
20,2.02,37.9301667,-122.3045,8.175,11,2
19,2.95,36.5523333,-121.1025,8.101,10,2
19,2.91,36.7013333,-121.3361667,4.212,10,2
17,2.35,38.8336667,-122.8766667,2.216,10,2
9,2.73,37.3633333,-122.157,7.269,10,2
7,2.03,38.8056667,-122.7901667,0.646,10,2
22,2.41,38.8391667,-122.8306667,1.734,9,2
21,2.54,36.5215,-121.0961667,2.039,9,2
7,2.12,36.7685,-121.48,6.212,7,2
0,2.89,38.8213333,-122.8118333,2.864,7,2
14,2.11,36.3033333,-120.873,7.177,6,2
19,2.55,38.6066667,-121.8606667,16.276,5,2
15,2.03,36.4581667,-121.0176667,7.678,5,2
5,3.99,37.9268333,-122.3103333,8.093,5,2
