Month,Day,Time,Mag,Lat,Long,Depth
4,31,16,2,36.584,-120.9233333,8.357
4,31,15,2.06,36.8071667,-121.5301667,6.87
4,31,7,2.36,38.8038333,-122.8056667,0.241
4,31,2,2.92,38.7795,-122.7243333,1.404
4,30,15,2.23,36.8041667,-121.5255,6.88
4,30,12,2.11,38.8035,-122.8005,1.031
4,30,7,2.27,38.8256667,-122.8001667,3.34
4,30,6,2.01,36.799,-121.521,6.87
4,30,5,2.61,36.8005,-121.5213333,7.06
4,30,5,2.96,36.8033333,-121.5241667,7.05
4,29,21,2.91,36.8071667,-121.5303333,6.94
4,29,1,2.39,37.0961667,-121.3921667,22.986
4,28,21,2.35,36.8091667,-121.533,6.95
4,28,19,2.28,36.806,-121.536,8.48
4,28,14,2,36.805,-121.528,6.69
4,28,13,4.3,36.8111667,-121.5411667,7.85
4,28,10,2.23,36.71,-121.014,0.087
4,28,9,3.07,38.8253333,-122.8031667,2.99
4,28,1,2.08,37.8608333,-121.827,14.347
4,27,18,3.16,38.8136667,-122.8131667,2.9
4,27,5,2.54,37.037,-121.8558333,12.547
4,27,2,2.05,38.7535,-122.7065,1.468
4,26,12,2.11,36.8923333,-121.607,2.121
4,25,19,2.24,38.7896667,-122.8043333,3.578
4,25,8,2.04,38.8245,-122.804,3.2
4,22,23,2.35,38.8131667,-122.812,3.91
4,22,20,2.51,38.8058333,-122.8156667,2.47
4,22,15,2.46,37.1266667,-120.6338333,1.555
4,22,12,2.07,38.7931667,-122.7803333,1.471
4,21,4,2.49,38.803,-122.8075,2.02
4,20,3,2.01,38.8141667,-122.8125,2.99
4,19,17,2.44,38.8358333,-123.0115,5.33
4,19,15,2.65,36.6905,-121.0236667,15.012
4,16,21,2.85,38.8026667,-122.8041667,2.841
4,16,7,2.46,38.8223333,-122.794,3.49
4,15,6,2.2,37.6628333,-121.72,4.671
4,14,9,2.39,38.8176667,-122.8066667,3.77
4,14,1,2.04,38.8113333,-122.8041667,2.5
4,13,6,2.43,38.7678333,-122.7403333,0.921
4,11,16,2.03,38.8043333,-122.8043333,1.99
4,9,16,2.41,38.7998333,-122.815,3.428
4,9,5,2.38,38.7981667,-122.8125,3.528
4,8,21,2.5,37.7555,-122.5655,7.273
4,8,12,2.83,38.7973333,-122.7708333,0.143
4,7,8,2.22,36.4658333,-121.0431667,6.834
4,7,3,2.33,36.8226667,-121.5498333,6.86
4,6,16,2.64,38.7855,-122.7695,1.181
4,5,15,2.38,36.9385,-121.474,20.421
4,5,12,2.58,38.8133333,-122.8083333,3.73
