Month,Day,Time,Mag,Lat,Long,Depth
4,31,16,2.66,36.5396667,-120.691,8.403
4,30,13,2.26,38.8978333,-122.5901667,2.239
4,29,6,2.56,37.2481667,-121.6365,4.152
4,29,6,2.51,37.2475,-121.6356667,4.482
4,29,3,2.21,36.7875,-121.4211667,8.925
4,29,2,2.72,36.6785,-121.3045,4.646
4,26,17,2.12,36.6198333,-121.226,4.831
4,26,15,3.15,36.5636667,-121.1523333,4.313
4,25,8,2.25,36.2401667,-120.8135,7.736
4,24,6,2.15,37.9845,-122.056,14.448
4,24,5,2.02,38.8221667,-122.8098333,3.76
4,23,11,2.28,38.7418333,-122.6986667,1.428
4,22,14,2.09,37.6245,-121.6863333,6.321
4,22,8,2.03,36.677,-121.2998333,3.886
4,21,19,2.16,36.678,-121.2986667,3.396
4,21,18,3.19,36.6753333,-121.2978333,4.566
4,21,17,2.81,36.6748333,-121.2975,4.226
4,21,17,2,38.8245,-122.7963333,3.33
4,21,12,2.02,38.5986667,-122.3613333,6.481
4,21,0,2.15,36.6921667,-121.322,3.703
4,21,0,2.15,36.6911667,-121.3213333,3.913
4,19,16,2.89,36.8805,-121.6105,5.793
4,18,6,2.61,38.8281667,-122.801,3.49
4,18,5,2.33,38.7725,-122.7438333,1.941
4,16,21,2.06,36.4588333,-121.0253333,1.878
4,15,22,2.05,38.8225,-122.7983333,4.1
4,15,7,2.41,36.9673333,-121.608,4.521
4,14,16,2.14,36.5665,-121.156,3.283
4,12,8,2.27,38.821,-122.8036667,3.04
4,12,5,2.03,37.9905,-122.053,16.508
4,12,1,2.32,36.5798333,-121.1745,5.744
4,12,1,2.52,36.579,-121.174,5.674
4,12,1,2.38,36.5798333,-121.1741667,6.024
4,11,11,2.12,36.8748333,-121.6078333,7.263
4,11,6,2.04,36.8746667,-121.6071667,7.403
4,10,7,2.52,38.775,-122.7208333,1.864
4,9,14,2.05,38.82,-122.7931667,3.19
4,9,9,2.05,37.626,-121.6861667,7.001
4,8,3,2.18,38.8001667,-122.7321667,2.684
4,7,6,2.28,36.4705,-121.0493333,5.396
4,6,21,2.37,38.7555,-122.443,5.825
4,6,20,2.63,36.5935,-121.1905,5.034
4,6,19,2.36,38.8063333,-122.7356667,2.603
4,6,15,2.56,38.7753333,-122.7471667,2.311
4,6,13,2.09,37.9083333,-121.9673333,13.323
4,6,12,2.16,38.834,-122.8716667,1.602
4,5,16,2.46,38.7878333,-122.724,1.944
4,5,14,2.07,38.8268333,-122.8356667,1.006
4,5,5,2,38.8055,-122.7736667,0.173
4,5,4,2.31,38.8045,-122.7481667,0.453
4,5,4,3.15,38.806,-122.7768333,1.633
4,4,12,2.25,38.7965,-122.7715,3.803
4,3,22,2.35,37.1296667,-121.53,7.107
4,3,19,2.02,36.6048333,-121.178,6.454
4,3,18,2.41,38.7691667,-122.714,1.974
4,3,15,2.14,36.5503333,-121.1416667,5.993
4,3,14,3,36.6085,-121.1775,7.032
4,3,2,2.58,36.6055,-121.178,6.014
4,2,20,2.19,37.8673333,-121.829,10.919
4,2,11,2.13,38.6741667,-122.765,4.632
4,2,0,2.08,38.7706667,-122.7435,1.521
4,2,0,2.64,38.7856667,-122.722,1.904
4,1,21,2.06,36.6583333,-121.276,3.466
4,1,6,2.44,36.6583333,-121.2758333,3.396
4,1,4,2.12,36.8843333,-120.9785,4.651
3,30,20,2.17,36.7036667,-121.3371667,2.423
3,30,16,2.28,38.8226667,-122.8033333,3.55
3,30,13,2.74,37.4118333,-121.2481667,9.095
3,30,12,2.09,37.4111667,-121.2575,8.193
3,30,9,2.17,36.8746667,-120.9743333,9.231
3,29,19,2.46,37.4271667,-121.253,6.165
3,29,15,2.23,38.719,-122.4336667,5.886
3,28,0,2.31,38.7811667,-122.7731667,1.911
3,27,19,2.02,38.8296667,-122.8038333,1.58
3,26,13,2.47,38.348,-120.9073333,9.082
3,26,8,2.06,38.8208333,-122.8005,2.57
3,26,0,2.5,38.7951667,-122.93,2.141
3,25,22,2.1,38.7608333,-122.704,2.384
3,25,22,2.37,36.6048333,-121.1773333,6.088
3,25,21,2.72,38.831,-122.7546667,0.554
3,25,19,2.06,36.5936667,-121.1511667,8.583
3,24,10,2.17,38.804,-122.7395,1.003
3,23,3,2.18,38.807,-122.8165,3.03
3,23,3,2.08,38.829,-122.8055,1.91
3,21,23,2.01,36.6058333,-121.1756667,6.408
3,20,22,2.05,38.7711667,-122.7226667,1.384
3,20,19,2.07,38.8285,-122.7816667,1.034
3,20,1,2.46,38.8236667,-122.8036667,3.45
3,20,0,2.59,36.863,-121.599,7.522
3,19,11,2.2,38.8233333,-122.8051667,1.1
3,18,1,2.07,38.7725,-122.721,1.394
3,16,21,2.09,38.7966667,-122.734,1.804
3,16,20,2.43,38.8231667,-122.8008333,3.09
3,16,11,2.02,36.6196667,-121.0576667,4.921
3,16,7,2.98,38.8075,-122.8098333,1.2
3,16,1,3.06,36.2441667,-120.8003333,6.486
3,15,3,2.67,36.9205,-121.6653333,10.666
3,14,9,2.47,37.9968333,-121.8541667,18.034
3,14,7,2.85,37.0895,-121.0316667,6.681
3,14,6,2.14,36.3086667,-120.8818333,4.742
3,13,14,2.74,36.8871667,-121.415,7.783
3,13,1,3.44,38.8353333,-122.8195,1.089
3,12,19,2.43,38.8058333,-122.7786667,1.789
3,12,8,2,38.8231667,-122.8068333,0.839
3,12,3,3.52,36.9158333,-121.6428333,5.346
3,12,2,2.08,37.6048333,-122.4765,9.368
3,9,16,2.74,36.6893333,-121.3203333,5.545
3,9,15,2.96,36.6883333,-121.3188333,5.655
3,8,14,2.79,37.7478333,-122.1498333,5.216
3,7,21,2.34,36.8151667,-121.5298333,4.323
3,7,21,3.16,36.8175,-121.5323333,4.533
3,6,23,2.41,37.1323333,-121.982,13.477
3,6,18,2.13,38.8115,-122.8003333,1.658
3,6,12,2.46,36.709,-121.8383333,7.874
3,6,8,2.13,36.559,-121.0213333,7.892
3,4,11,2.22,38.1615,-122.1718333,2.31
3,3,7,2.14,36.4085,-120.9896667,5.231
3,3,5,2.06,38.7958333,-122.8096667,3.498
3,3,5,2.98,36.6816667,-121.3046667,3.825
3,2,17,2.27,37.085,-121.0385,6.681
3,2,0,2.11,36.2693333,-120.8391667,6.306
3,1,5,2.3,38.7905,-122.4551667,7.863
2,31,6,2.28,37.9768333,-121.3763333,17.196
2,30,22,2.19,38.8055,-122.799,1.011
2,30,18,3.15,38.816,-122.8311667,0.489
2,30,5,2.14,38.7536667,-122.7253333,1.091
2,29,23,2.9,38.8271667,-122.8008333,3.519
2,29,15,2.42,38.8041667,-122.8098333,1.338
2,29,11,2.2,38.926,-122.7303333,7.453
2,28,22,2.11,37.3311667,-121.6983333,7.008
2,26,14,2.07,38.8366667,-122.805,0.729
2,25,0,2.01,36.2361667,-120.8383333,7.476
2,23,22,3.43,38.806,-122.7921667,4.108
2,23,0,3.24,37.2621667,-121.6418333,6.347
2,22,16,2.75,38.8085,-122.7788333,1.661
2,22,11,2.15,38.1158333,-122.1648333,1.918
2,22,3,2.67,36.6561667,-121.2746667,5.346
2,21,16,2.07,36.6768333,-121.3041667,6.106
2,21,13,2.68,38.8368333,-122.879,3.022
2,21,12,2.03,38.774,-122.7493333,0.931
2,20,18,2.16,36.2366667,-120.8165,4.953
2,19,13,2.27,38.7791667,-122.7648333,1.471
2,18,13,2.56,38.8026667,-122.7341667,2.611
2,18,7,2.35,37.7781667,-122.5888333,9.193
2,17,8,2.01,38.803,-122.8645,2.319
2,16,6,2.06,36.0386667,-121.5785,5.058
2,15,19,3.04,37.337,-121.7031667,7.357
2,14,4,2,38.7608333,-122.9196667,3.671
2,13,2,2.1,38.3255,-122.5525,5.664
2,12,21,2.36,36.4976667,-121.0738333,3.252
2,12,19,2.41,36.6018333,-121.2066667,6.333
2,11,22,2.4,36.5946667,-121.2025,8.535
2,11,21,2.48,38.7946667,-122.7991667,3.988
2,11,3,2.28,38.85,-122.8246667,0.759
2,8,11,2.17,38.1148333,-122.1168333,2.679
2,7,17,2.21,38.7603333,-122.7148333,1.114
2,7,10,2.14,37.6925,-121.9006667,8.723
2,7,9,2.54,38.7748333,-122.7416667,2.474
2,7,8,2.42,36.6175,-121.2246667,5.293
2,6,9,2.15,38.8273333,-122.8095,0.339
2,5,18,2.12,36.8163333,-122.512,3.297
2,4,16,2.04,36.7551667,-121.275,8.91
2,4,11,2.29,36.4088333,-121.4413333,1.324
2,3,19,2.04,38.7485,-122.743,0.764
2,3,17,2.05,36.7481667,-121.4333333,6.444
2,1,14,2.22,38.8235,-122.8028333,3.509
2,1,13,2.17,38.7893333,-122.7728333,1.458
2,1,3,2.63,36.4765,-121.0463333,2.144
1,28,16,2.13,38.7728333,-122.7433333,1.651
1,27,18,2.15,38.7966667,-122.7841667,0.138
1,27,18,2.24,38.7886667,-122.775,0.198
1,26,22,2.02,37.6256667,-122.4626667,11.236
1,26,9,2.17,37.4241667,-121.688,7.175
1,25,15,2.17,37.3316667,-121.6996667,7.108
1,25,15,4.4,37.3325,-121.6991667,7.078
1,25,3,2.33,38.802,-122.7708333,1.238
1,24,17,2.41,36.8018333,-121.5138333,5.595
1,24,11,2.01,38.2363333,-122.1786667,6.618
1,24,1,2,38.7998333,-122.8125,3.498
1,23,23,2.48,38.8245,-122.834,0.569
1,23,16,2.14,38.7998333,-122.813,3.178
1,23,13,2.47,37.0918333,-121.0323333,7.991
1,23,12,3.1,37.0903333,-121.0296667,5.971
1,22,20,2.22,36.1763333,-121.5953333,13.615
1,22,11,2.17,38.8053333,-122.8186667,0.78
1,22,4,2.44,36.899,-121.6228333,5.406
1,20,8,2.16,38.4206667,-122.2106667,8.503
1,18,20,2.42,37.5918333,-122.4138333,9.244
1,18,12,2.15,36.9721667,-121.6098333,6.401
1,15,22,2.46,37.097,-121.0291667,8.071
1,15,22,2.51,37.1163333,-121.0073333,10.641
1,15,19,3.02,37.091,-121.0303333,7.311
1,13,12,2.2,37.131,-121.5291667,7.978
1,12,22,2.02,38.778,-122.7535,1.261
1,12,21,2.03,38.7718333,-122.7428333,1.461
1,12,0,3.08,36.5866667,-121.3173333,8.968
1,11,18,2.32,36.7946667,-121.5083333,6.405
1,11,17,2.33,36.8,-121.5125,5.555
1,11,15,4.01,36.795,-121.5116667,6.375
1,11,10,2.43,36.8811667,-121.609,5.793
1,10,13,2.08,36.5913333,-121.2783333,6.901
