Time,Mag,Lat,Long,Depth,Day,Month
0,2.26,38.7921667,-122.7568333,1.121,31,4
21,2.11,38.8223333,-122.8046667,2.89,30,4
16,3,38.8213333,-122.7983333,2.98,30,4
9,2.42,38.3903333,-122.218,6.44,30,4
1,2.22,38.7998333,-122.809,3.288,30,4
1,3.5,38.8091667,-122.7998333,2.58,30,4
5,2.6,38.7796667,-122.7566667,0.351,29,4
21,2.18,37.2935,-121.6556667,4.523,28,4
11,2.02,36.5745,-121.1696667,5.5,28,4
0,2,38.8305,-122.7865,0.51,28,4
21,2.3,38.8408333,-122.774,1.194,27,4
16,2,36.8408333,-121.2921667,5.218,26,4
14,2.06,36.842,-121.2933333,6.198,26,4
7,2.31,37.8466667,-121.7788333,15.519,25,4
0,2.1,36.843,-121.5731667,6.001,25,4
23,2.3,36.767,-121.458,4.45,24,4
15,2,36.6186667,-121.227,5.644,24,4
15,2.52,36.6166667,-121.2248333,5.746,24,4
13,2.29,36.6155,-121.2233333,5.666,24,4
13,3.3,36.616,-121.2221667,5.876,24,4
16,3.01,36.754,-121.4505,6.988,20,4
19,2.11,36.3035,-120.879,5.822,19,4
22,2.32,38.8203333,-122.7975,3.06,18,4
21,2.1,35.9996667,-121.6225,17.114,18,4
16,2.18,36.6535,-121.2698333,2.972,18,4
8,2.24,38.7995,-122.8218333,2.348,18,4
21,2.59,38.8426667,-122.7786667,1.574,17,4
10,2.08,36.4606667,-121.4016667,61.583,17,4
4,2.14,36.5755,-121.0818333,10.252,17,4
2,2.12,38.814,-122.7961667,3.35,17,4
1,2.16,36.8515,-121.5803333,5.844,17,4
5,2.03,36.533,-121.0466667,0.515,16,4
18,2.65,36.6003333,-121.2045,6.321,15,4
15,3.4,38.8006667,-122.8025,0.261,15,4
8,2.33,38.8193333,-122.779,1.983,15,4
2,2.47,37.8483333,-121.7718333,15.487,15,4
0,2.89,37.0583333,-121.4943333,4.33,15,4
18,2.18,37.8758333,-121.8515,9.778,14,4
21,2.32,36.99,-121.473,4.48,13,4
3,2.22,38.8028333,-122.7708333,1.213,13,4
0,2.48,37.3463333,-121.7118333,7.247,13,4
0,2.22,37.3473333,-121.7131667,6.727,13,4
0,2.76,37.348,-121.7145,7.517,13,4
0,2.94,37.3476667,-121.7138333,7.143,13,4
15,2.41,37.5285,-121.671,3.066,12,4
14,2.3,37.0278333,-121.719,11.729,12,4
14,2.48,36.8486667,-121.4358333,4.713,12,4
2,2.35,36.989,-121.6368333,6.644,12,4
22,2.56,36.8436667,-121.5761667,6.134,11,4
20,2.44,36.2591667,-120.8205,6.126,11,4
7,2.74,36.842,-121.5688333,6.014,11,4
7,2.7,36.8431667,-121.5726667,6.254,11,4
15,3.06,36.847,-121.5785,6.494,10,4
15,2.15,36.8481667,-121.5785,5.939,10,4
14,2.72,36.8486667,-121.578,5.934,10,4
14,2.6,36.832,-121.568,6,10,4
14,2.9,36.8481667,-121.5776667,6.014,10,4
5,2.23,36.8511667,-121.5816667,6.254,10,4
5,3.1,36.8513333,-121.5833333,6.324,10,4
2,2.77,38.819,-122.7761667,0.153,10,4
1,2.58,37.4955,-121.8716667,3.283,9,4
21,2.16,36.6966667,-121.33,3.704,8,4
21,3.11,36.6965,-121.3281667,4.344,8,4
13,3.34,36.5501667,-121.0871667,7.544,8,4
12,2.41,36.6958333,-121.3261667,4.404,7,4
7,2.83,36.6948333,-121.3255,4.624,7,4
7,2.01,36.6986667,-121.3321667,4.384,7,4
7,2.15,36.6961667,-121.3286667,4.324,7,4
7,2.9,36.678,-121.362,5,7,4
7,3.39,36.6958333,-121.327,4.884,7,4
2,3.05,36.698,-121.3298333,4.534,7,4
15,2.29,38.8015,-122.7731667,1.149,6,4
0,2.02,36.093,-121.8285,16.874,6,4
16,2.78,36.9781667,-121.6285,5.296,5,4
0,2.22,38.8641667,-122.7306667,1.659,5,4
18,2.06,38.8058333,-122.7788333,2.803,2,4
12,3.1,36.6816667,-121.305,3.928,2,4
11,2.01,38.2501667,-122.2236667,3.874,2,4
2,2.54,36.9845,-121.6343333,3.464,2,4
14,2.84,36.7013333,-121.3346667,4.429,30,3
3,2.16,38.8021667,-122.8168333,3.128,30,3
16,2.2,37.4225,-121.7066667,6.4,29,3
9,2.09,36.8311667,-121.5585,6.124,29,3
7,2.22,37.2998333,-121.6766667,5.543,29,3
5,2.5,36.7276667,-120.738,0.115,29,3
0,2.1,37.2906667,-121.6675,5.496,29,3
15,2.31,38.545,-122.6786667,1.629,28,3
3,2.06,37.504,-121.6885,6.441,28,3
1,2.96,38.7866667,-122.775,1.501,28,3
10,2.32,37.4211667,-121.8211667,1.467,26,3
22,2.66,37.5945,-121.6983333,5.462,25,3
14,2.12,38.8208333,-122.8005,3.084,25,3
11,2.22,37.31,-121.6006667,6.863,22,3
20,2.09,38.806,-122.796,3.181,21,3
19,2.39,38.8503333,-122.8291667,1.102,21,3
8,3.1,37.3413333,-121.7066667,7.823,21,3
21,2,37.291,-121.6681667,5.653,20,3
19,3.1,36.8378333,-121.5686667,6.974,20,3
15,2.13,36.5471667,-121.1363333,4.846,20,3
15,2.32,36.5476667,-121.136,4.306,20,3
7,3.22,36.5286667,-121.1136667,5.334,20,3
20,2.01,38.3895,-122.6505,8.828,19,3
15,2.31,37.8856667,-122.2276667,7.269,18,3
16,2.33,38.8026667,-122.7788333,0.844,16,3
11,3.1,36.6681667,-121.2858333,2.948,16,3
9,2.79,36.8501667,-120.307,32.909,16,3
14,2.1,37.5115,-121.6871667,7.481,12,3
1,2.31,37.558,-121.674,6.996,12,3
10,2.64,38.8218333,-122.7953333,3.204,11,3
3,2.38,38.8065,-122.7845,2.584,10,3
7,3,38.806,-122.7971667,3.204,9,3
22,2.62,38.825,-122.8025,3.91,8,3
4,2.33,36.573,-121.1696667,5.79,8,3
18,2.06,37.631,-121.8101667,6.822,7,3
10,2.25,38.8356667,-122.7988333,0.51,6,3
5,2.48,38.822,-122.8,3.11,6,3
18,2.2,36.9095,-121.6541667,10.468,4,3
18,2.63,38.7915,-122.7595,1.091,3,3
13,2.08,37.9553333,-121.8253333,7.217,3,3
2,2.22,37.6111667,-122.3741667,11.703,2,3
23,2.78,38.8208333,-122.8028333,2.32,1,3
22,2.13,38.8285,-122.7958333,0.96,1,3
18,2.51,38.7986667,-122.7688333,1.073,1,3
16,3.4,38.7891667,-122.771,0.421,1,3
13,2.25,38.8393333,-122.7965,1.06,1,3
20,2.03,36.5721667,-121.0351667,6.872,30,2
18,2.54,38.8126667,-122.8118333,3.43,29,2
8,3,38.7855,-122.772,1.911,29,2
2,2.11,37.5498333,-121.6743333,2.716,29,2
22,2.39,36.761,-121.2705,8.407,28,2
19,2.05,37.1751667,-121.5568333,8.301,28,2
17,2.26,36.6771667,-121.2981667,2.607,28,2
11,2.27,38.7898333,-122.9873333,2.949,28,2
15,2.32,38.7598333,-123.2068333,22.56,27,2
13,2.61,37.2536667,-121.6391667,5.403,26,2
7,2.43,38.8038333,-122.7728333,1.313,26,2
22,2.42,37.3848333,-121.7418333,6.277,25,2
14,2.47,36.5741667,-120.8216667,6.633,25,2
19,2.4,37.6595,-122.4941667,9.374,24,2
16,2.07,38.7851667,-122.7726667,0.141,24,2
12,2.31,38.816,-122.7758333,0.763,23,2
11,2.85,37.0898333,-121.5045,8.821,23,2
0,2.54,36.5805,-121.1763333,5.47,23,2
15,3,36.8393333,-121.5696667,6.484,22,2
15,2.15,38.2671667,-120.7181667,0.184,22,2
23,2.5,36.2895,-120.8495,9.772,21,2
6,2.15,37.3501667,-121.7226667,1.217,21,2
21,2.13,36.5791667,-121.1741667,5.13,20,2
20,2.53,36.579,-121.1745,5.36,20,2
18,2.16,38.799,-123.0521667,4.503,20,2
13,2.29,36.561,-121.1525,2.341,20,2
5,2.36,37.6725,-122.0698333,5.011,20,2
13,2.98,38.804,-122.8003333,0.901,18,2
13,3.31,38.801,-122.7993333,1.091,18,2
2,2.45,38.8205,-122.801,3.63,18,2
8,2.29,38.7955,-122.7706667,0.263,17,2
15,2.5,38.8236667,-122.8013333,2.29,16,2
15,2.53,37.2855,-121.664,5.723,16,2
22,3.2,36.5795,-121.1746667,6.33,15,2
