Month,Day,Time,Mag,Lat,Long,Depth
4,31,8,2.08,38.7718333,-122.7071667,2.018
4,30,22,2.1,37.2598333,-122.045,5.652
4,30,21,2.07,36.3033333,-120.8918333,5.055
4,30,20,2.49,38.8333333,-122.797,2.252
4,30,16,2.2,38.8076667,-122.7923333,2.252
4,29,13,2.01,38.8173333,-122.8038333,1.452
4,27,23,2.03,37.3808333,-121.7365,6.898
4,27,20,2.82,37.7793333,-122.1655,7.946
4,27,12,2.09,36.4981667,-121.0771667,4.512
4,26,23,2.26,38.8306667,-122.8028333,2.022
4,26,2,2.14,37.253,-121.6385,4.146
4,25,12,2.23,38.8276667,-122.808,3.229
4,25,10,2.07,38.4295,-122.457,8.727
4,25,4,2.02,36.3836667,-120.9633333,6.263
4,24,23,2.51,36.5725,-121.1651667,2.731
4,24,17,2.27,36.689,-121.3178333,4.167
4,24,9,3.31,38.4285,-122.458,9.888
4,24,5,2.86,38.8246667,-122.7913333,1.912
4,23,12,2.35,38.7943333,-122.78,0.82
4,22,2,2.49,38.8106667,-122.793,3.042
4,21,20,2.13,38.8225,-122.7996667,3.312
4,20,16,3.5,37.364,-121.727,6.358
4,20,3,2.09,37.4138333,-121.7616667,7.31
4,19,4,2.27,38.8313333,-122.8698333,2.249
4,18,22,2.15,38.8193333,-122.8013333,2.232
4,18,1,2.92,36.5661667,-121.1568333,2.47
4,18,1,2.49,38.8048333,-122.8156667,3.929
4,17,22,2.4,36.6753333,-121.3025,5.837
4,17,11,2.58,38.819,-122.7983333,2.976
4,17,7,2.09,36.8025,-121.5253333,6.536
4,16,19,2.96,38.4953333,-122.7285,5.638
4,14,23,2.04,38.8155,-122.8166667,1.922
4,14,12,2.19,36.5633333,-121.156,2.341
4,14,7,2.65,38.7911667,-122.745,2.318
4,14,6,2.14,38.7715,-122.7356667,1.75
4,13,5,2.46,38.3281667,-122.5843333,8.736
4,12,19,3.03,37.2576667,-121.6401667,5.146
4,12,8,2,37.8708333,-122.2243333,4.413
4,12,5,2,38.8345,-122.8061667,1.402
4,11,20,2.08,36.6858333,-120.8213333,7.615
4,11,11,2.74,36.674,-121.1383333,8.732
4,10,10,2.41,36.6555,-121.282,6.995
4,8,7,2.01,38.7913333,-122.7406667,1.738
4,7,21,2.37,36.5491667,-121.1398333,6.64
4,6,20,2.65,36.8435,-121.453,2.075
4,6,20,2.24,38.8031667,-122.7323333,2.648
4,6,6,2.13,38.7951667,-122.7501667,1.812
4,5,22,2.1,36.6171667,-121.2245,4.707
4,5,20,2.5,36.5638333,-121.0748333,8.96
4,4,11,2.51,36.8973333,-121.616,0.189
4,3,19,2.01,36.7736667,-121.5061667,9.485
4,2,23,2.08,36.7846667,-121.329,6.45
4,2,12,2.94,37.8553333,-122.2878333,8.409
4,1,17,2.18,38.8285,-122.8055,2.832
4,1,16,2.18,37.1923333,-120.1706667,20.255
4,1,6,2.05,36.7073333,-121.1723333,10.962
3,30,11,2.64,36.5588333,-121.0733333,8.334
3,30,8,3.05,38.8195,-122.8231667,2.79
3,30,6,2.86,36.5865,-121.1815,3.967
3,29,14,2.34,38.794,-122.8016667,3.99
3,29,6,3.27,38.8,-122.7263333,7.778
3,29,6,2.04,38.7968333,-122.735,1.718
3,29,1,2.53,36.5183333,-121.101,4.47
3,28,11,2.05,36.7245,-121.3886667,6.089
3,27,17,2.32,36.546,-121.1093333,7.984
3,27,17,2.39,36.5631667,-121.0793333,8.144
3,27,16,2.33,36.825,-121.551,5.246
3,25,17,2.2,38.0783333,-122.2371667,6.759
3,25,2,2.37,38.6721667,-122.422,6.49
3,25,1,2.44,36.6233333,-121.2286667,7.777
3,24,22,2.23,37.0428333,-121.4791667,6.74
3,24,14,2.53,38.817,-122.7905,2.192
3,24,14,2.05,38.8335,-122.8083333,0.592
3,24,14,4.46,38.7946667,-122.7965,1.65
3,24,13,2.1,36.2803333,-121.113,6.768
3,24,12,2.3,36.8611667,-121.4155,6.133
3,24,11,2.02,36.3876667,-120.9618333,0.193
3,24,5,2.29,38.3706667,-121.5541667,29.234
3,23,6,2.16,38.8315,-122.7586667,0.832
3,21,0,2.19,38.8135,-122.7941667,3.322
3,19,23,2.23,38.8216667,-122.7948333,3.032
3,19,22,2.54,38.7423333,-122.7003333,1.277
3,19,21,2.28,36.6485,-121.2673333,5.097
3,19,7,2.06,38.8196667,-122.8145,3.512
3,18,14,2.19,38.7761667,-122.7233333,1.158
3,18,11,2,38.835,-122.807,1.942
3,18,2,2.22,38.8168333,-122.7926667,3.112
3,17,18,2.12,36.866,-121.596,5.588
3,17,7,2.02,36.7448333,-121.3433333,7.57
3,17,0,3.04,36.7443333,-121.3383333,8.395
3,15,17,2.65,38.8301667,-122.8676667,3.109
3,15,12,2.15,36.7436667,-121.3428333,7.84
3,15,3,2.03,38.8023333,-122.7721667,1.112
3,15,2,2.59,38.822,-122.8103333,2.802
3,14,11,3,36.7451667,-121.3375,8.17
3,14,11,2.22,38.7941667,-122.7545,1.622
3,14,4,2.47,37.1293333,-121.528,6.907
3,13,21,2.22,36.747,-121.3451667,8.08
3,13,14,2.36,36.7453333,-121.3431667,7.985
3,13,2,2.15,36.7448333,-121.3398333,7.865
3,13,0,2.39,38.7491667,-122.7048333,2.22
3,12,19,2.01,36.4571667,-120.7666667,11.267
3,12,16,2.31,36.4978333,-121.0751667,3.224
3,12,10,2.21,36.6411667,-121.2548333,4.03
3,12,9,3.07,36.7448333,-121.3418333,8.015
3,12,3,2.11,38.7943333,-122.8001667,3.98
3,11,5,2.4,37.873,-122.26,9.415
3,11,3,2.06,36.4545,-120.7456667,12.045
3,10,14,2.14,36.5536667,-121.1486667,7.212
3,9,15,2.36,38.8256667,-122.7966667,2.012
3,9,9,2.17,37.7295,-120.1953333,26.385
3,9,5,2.1,38.3573333,-122.1718333,3.253
3,9,4,2.21,37.5021667,-121.8213333,5.191
3,8,16,2.55,37.1925,-121.5818333,5.402
3,8,12,2.62,38.5403333,-122.7698333,4.554
3,8,3,2.73,36.5966667,-121.1996667,6.963
3,7,19,2.24,38.824,-122.7838333,2.132
3,7,11,2.19,38.771,-122.7146667,0.638
3,7,8,2.28,38.812,-122.8163333,2.252
3,6,21,2.25,38.7916667,-122.743,3.098
3,6,20,2.04,38.0833333,-122.8506667,10.586
3,5,1,2.4,38.8245,-122.7936667,2.572
3,4,15,2.03,38.8563333,-122.8521667,0.728
3,4,12,2.07,38.836,-122.7971667,2.089
3,4,8,2.14,38.5076667,-122.7591667,1.075
3,3,14,2.69,36.247,-120.8163333,6.499
3,2,22,3.3,36.2506667,-120.8126667,6.199
3,2,10,2.27,38.8306667,-122.8078333,1.839
3,2,9,2.44,38.8171667,-122.8095,3.432
3,2,9,2.06,38.8226667,-122.7575,0.172
3,1,15,2.14,38.7928333,-122.7468333,2.547
