Time,Mag,Lat,Long,Depth,Day,Month
1,2.37,36.6571667,-121.2846667,8.249,30,4
21,2.63,38.801,-122.7708333,0.22,29,4
21,4.14,38.7758333,-122.7641667,1.023,29,4
21,2.08,38.7781667,-122.767,0.373,29,4
20,2.84,36.6561667,-121.2818333,8.16,29,4
15,2.06,38.8373333,-122.8305,1.626,29,4
6,2.64,37.933,-121.5591667,14.132,28,4
18,2.25,36.5753333,-121.0686667,10.422,27,4
16,2.28,36.6155,-120.5003333,3.342,26,4
2,2.4,37.9785,-122.0478333,13.211,26,4
9,2.2,38.7686667,-122.7211667,0.88,25,4
3,2.13,36.7878333,-121.3771667,7.801,25,4
1,2.06,37.4316667,-121.7735,10.131,25,4
20,2.27,38.8173333,-122.8156667,2.229,24,4
18,2.12,37.5293333,-121.8396667,4.305,23,4
9,2.48,37.599,-121.76,6.107,23,4
6,2.48,38.818,-122.7968333,2.903,22,4
2,2.31,38.7898333,-122.7498333,3.01,22,4
16,3.04,36.5953333,-121.2038333,8.597,20,4
14,2.27,36.9943333,-121.657,4.4,20,4
11,2.68,36.5816667,-121.0785,8.552,20,4
9,2.26,37.7628333,-121.9756667,10.272,20,4
9,2.34,37.7626667,-121.9745,10.402,20,4
4,2.08,36.6466667,-121.2318333,7.352,20,4
21,2.48,36.851,-121.3141667,7.172,18,4
10,2.25,38.7598333,-122.428,8.287,18,4
10,2.33,38.768,-122.4345,3.527,18,4
9,2.18,37.4028333,-121.7483333,9.128,18,4
14,2.8,36.846,-121.5786667,5.849,17,4
10,2.99,36.8445,-121.5786667,6.209,17,4
12,2.02,37.4076667,-121.7521667,6.968,16,4
23,2.05,38.8256667,-122.8658333,1.577,15,4
16,2.04,36.8513333,-121.3131667,7.368,15,4
23,2.83,37.378,-121.7283333,10.258,14,4
20,2.71,38.824,-122.7631667,0.243,13,4
13,2.24,37.713,-121.9525,10.668,12,4
17,2.06,38.8265,-122.7971667,2.566,10,4
8,2.24,36.2431667,-120.805,6.807,10,4
13,2.24,38.4238333,-122.7621667,7.139,9,4
4,2.09,38.8228333,-122.8288333,1.669,7,4
4,2.04,38.8066667,-122.7415,1.403,6,4
14,2.09,38.8211667,-122.785,1.521,5,4
23,2.05,36.5605,-121.1506667,3.045,4,4
15,2.11,36.47,-121.0463333,4.414,2,4
14,2.54,38.7965,-122.7358333,1.062,2,4
6,2.78,36.8516667,-121.584,5.893,2,4
6,2.36,38.8323333,-122.7886667,0.684,1,4
6,3.21,38.831,-122.7933333,1.116,1,4
2,2.12,36.8478333,-121.5825,5.903,30,3
1,2.33,36.8498333,-121.5841667,6.063,30,3
0,2.57,36.8518333,-121.5848333,5.833,30,3
0,2.23,36.585,-121.1878333,6.517,30,3
0,3.15,36.8501667,-121.5843333,6.043,30,3
22,2.04,38.7855,-122.7455,0.737,29,3
18,2.04,38.8215,-122.8015,2.464,29,3
16,2.09,36.585,-121.1898333,6.424,28,3
16,2.47,36.5873333,-121.189,6.864,28,3
12,2.45,38.7968333,-122.7555,0.953,28,3
7,2.5,38.4835,-122.2721667,5.665,26,3
17,2.05,38.8321667,-122.8063333,1.346,25,3
14,2.02,38.8311667,-122.8098333,1.567,24,3
7,2.32,36.6361667,-121.2565,10.282,24,3
14,2,38.8148333,-122.8083333,2.739,23,3
7,2.12,38.823,-122.7938333,2.104,23,3
10,2.45,37.595,-121.8546667,10.761,22,3
8,2.43,36.6531667,-121.2771667,7.432,22,3
6,2.54,36.6541667,-121.2796667,7.422,22,3
9,2.41,36.5828333,-121.1793333,4.715,21,3
5,2.15,38.8043333,-122.8096667,0.743,20,3
2,2.18,38.8145,-122.8195,2.029,20,3
21,2.78,36.6556667,-121.2728333,3.712,19,3
23,2.09,37.411,-121.7598333,6.88,18,3
23,2.16,38.6893333,-123.0858333,5.315,18,3
18,2.52,37.2463333,-121.6333333,4.805,18,3
4,2.14,36.9391667,-120.2853333,1.427,16,3
4,2.09,38.827,-122.8008333,1.507,15,3
1,2.97,38.822,-122.8458333,0.89,15,3
10,2.14,38.813,-122.829,1.951,14,3
1,2.27,38.7911667,-122.8013333,3.008,14,3
22,2.16,38.8333333,-122.8031667,1.577,13,3
22,2.21,36.7326667,-121.4071667,6.277,13,3
13,2.07,36.7328333,-121.4056667,6.085,13,3
18,2.25,37.7955,-122.2191667,5.21,12,3
17,2.16,38.3295,-122.5745,7.836,12,3
15,2.66,36.7028333,-121.3318333,2.829,12,3
13,2.79,38.5873333,-122.7225,6.356,12,3
12,2.02,38.7998333,-122.7721667,0.87,12,3
11,2.68,38.5843333,-122.7221667,6.457,12,3
11,2.69,38.5868333,-122.7205,6.677,12,3
19,2.68,36.7315,-121.407,6.407,11,3
14,2.22,38.7548333,-122.8935,3.096,11,3
11,2.1,36.4703333,-121.0488333,5.484,11,3
8,2.33,36.8425,-121.4341667,5.189,11,3
23,2.13,36.6161667,-121.2233333,5.205,10,3
21,2.42,37.466,-121.7991667,7.449,10,3
19,2.07,36.7356667,-121.4061667,5.807,9,3
10,2.56,37.39,-121.7436667,7.581,9,3
10,2.22,37.3863333,-121.7406667,6.52,9,3
5,2.83,38.4941667,-122.7261667,6.308,9,3
14,2.02,36.5795,-121.1753333,5.215,8,3
13,2.29,36.58,-121.1756667,5.015,8,3
8,2.29,36.5806667,-121.1745,5.975,8,3
22,2.44,38.8198333,-122.7943333,3.3,7,3
9,2.23,38.808,-122.741,1.613,7,3
4,2.09,36.66,-121.2868333,8.129,7,3
9,2.2,37.4553333,-121.7803333,6.076,6,3
7,2.49,36.7691667,-121.4795,6.76,6,3
20,2.73,36.6548333,-121.2708333,3.719,5,3
8,2.09,36.7673333,-120.8838333,6.875,5,3
3,2.27,38.8178333,-122.7931667,0.47,5,3
20,2.72,38.8056667,-122.7931667,0.796,4,3
18,2.1,38.4366667,-122.5023333,9.756,4,3
13,2.55,37.1798333,-121.5811667,2.997,3,3
9,2.35,38.7921667,-122.757,1.199,3,3
21,2.12,38.9508333,-122.7603333,4.83,31,2
6,2.12,38.3301667,-122.5683333,5.233,31,2
0,2.15,37.9238333,-121.799,12.945,31,2
23,2.61,37.3595,-121.72,7.18,30,2
16,2.26,37.9835,-122.0671667,16.207,30,2
20,2.39,36.5511667,-121.1131667,8.217,29,2
21,2.31,38.8298333,-122.8081667,0.737,28,2
16,2.28,36.4665,-121.0455,7.184,28,2
9,2.07,38.8221667,-122.8035,2.479,28,2
2,2.39,36.8961667,-121.6266667,4.949,28,2
14,3.47,38.8171667,-122.7861667,1.16,27,2
12,2.32,38.8178333,-122.7905,1.23,27,2
1,3.14,37.9308333,-121.803,14.105,27,2
12,2.39,37.4665,-121.8028333,2.996,26,2
4,2.34,37.225,-121.4831667,4.013,26,2
11,2.34,36.906,-120.9861667,0.195,25,2
6,2.16,37.6723333,-121.9055,14.616,24,2
19,2.46,37.4336667,-121.7735,10.87,22,2
18,2.22,38.7925,-122.7566667,1.725,21,2
2,2.17,37.7065,-121.9501667,10.022,21,2
18,2.97,37.712,-121.9555,10.788,20,2
18,3.01,37.7098333,-121.9545,10.598,20,2
16,2.55,37.708,-121.9486667,10.142,20,2
16,2.38,37.7078333,-121.9511667,10.098,20,2
16,2.36,37.6991667,-121.938,12.36,20,2
16,2.76,37.7085,-121.9503333,10.1,20,2
16,2.4,37.7066667,-121.9563333,9.858,20,2
16,2.95,37.7078333,-121.9555,10.278,20,2
5,2.95,38.7858333,-122.7501667,0.236,20,2
23,2.73,38.5501667,-122.5823333,11.816,19,2
16,2.11,36.5673333,-121.1573333,3.732,19,2
2,2.3,38.7781667,-122.721,1.669,19,2
17,2.69,36.7563333,-121.2548333,9.643,18,2
21,2.15,38.834,-122.8273333,1.071,16,2
2,2.16,38.8376667,-122.8258333,1.868,16,2
1,2.28,37.4351667,-121.7763333,8.08,16,2
17,2.41,38.826,-122.8051667,2.797,15,2
11,2.79,36.8805,-121.4136667,8.482,15,2
11,2.04,36.9511667,-120.2713333,6.351,15,2
21,2.02,38.8215,-122.7955,2.619,14,2
20,2.39,37.2861667,-121.663,6.185,14,2
10,2.08,38.7883333,-122.7465,0.946,14,2
