Time,Mag,Lat,Long,Depth,Day,Month
15,3.09,38.1466667,-121.888,19.846,31,4
7,2.52,38.8103333,-122.8033333,3.07,31,4
5,2.17,38.4185,-122.2413333,6.39,30,4
3,2.69,36.6156667,-121.156,7.829,30,4
21,2.07,36.4761667,-121.0566667,6.593,29,4
17,2.13,36.7046667,-121.3388333,2.736,29,4
7,2.43,36.8886667,-121.6353333,9.258,29,4
7,2.13,38.7996667,-122.8131667,3.396,28,4
23,3,36.6685,-121.2926667,4.782,27,4
19,2.1,36.5863333,-121.1863333,3.973,25,4
18,2.23,36.889,-121.3373333,4.71,24,4
21,2.44,36.8723333,-121.607,7.077,21,4
1,2.1,36.8295,-121.4073333,5.472,21,4
21,2,36.3048333,-120.7591667,11.282,20,4
12,2.41,36.6585,-121.2893333,8.482,20,4
5,2.32,36.7228333,-121.3421667,7.29,18,4
3,2.06,36.9951667,-121.6556667,4.524,18,4
11,2.06,36.5546667,-121.095,5.284,17,4
8,2.31,36.4643333,-121.0445,6.803,17,4
2,2.08,37.443,-121.804,4.694,17,4
9,2.34,36.9555,-121.4463333,4.951,16,4
12,2.7,38.1478333,-121.9108333,20.667,15,4
8,2.19,38.7818333,-121.2266667,14.01,15,4
20,2.39,36.5635,-121.0493333,6.834,11,4
19,2.14,36.5465,-120.7983333,3.41,10,4
6,2.33,36.5663333,-121.0493333,7.024,8,4
23,2.76,38.1483333,-121.8938333,20.206,7,4
8,2.25,38.1523333,-121.8793333,20.396,6,4
2,2.15,38.1631667,-121.8978333,18.246,6,4
15,2.19,38.1583333,-121.9255,18.506,5,4
15,3.3,38.1471667,-121.8926667,20.166,5,4
9,2.51,36.6555,-121.2846667,7.962,5,4
1,2.21,36.665,-121.2838333,3.827,5,4
23,2.62,38.1535,-121.8831667,20.3,4,4
21,2.38,38.1451667,-121.9081667,20.886,4,4
12,3.2,38.1486667,-121.892,20.336,4,4
3,2.3,36.4721667,-121.0463333,0.873,4,4
23,3.17,36.5101667,-120.5748333,15.451,3,4
22,2.5,36.482,-121.034,3.913,3,4
22,2.36,36.7801667,-121.295,9.682,3,4
21,2.47,36.5458333,-121.0608333,5.264,3,4
7,2.45,36.8975,-121.4826667,5.348,1,4
3,2.14,36.7426667,-120.9063333,1.795,1,4
18,2.85,36.4958333,-121.0721667,2.923,30,3
23,2.51,36.4761667,-121.0563333,7.143,29,3
13,2.25,37.511,-121.0566667,8.972,29,3
8,2.08,37.3618333,-121.664,8.193,29,3
3,2.11,36.9278333,-121.4636667,2.833,28,3
1,2.22,36.38,-121.6406667,10.384,27,3
21,2.12,36.4038333,-120.9753333,1.751,26,3
19,2.52,38.8206667,-122.7946667,4.12,25,3
17,2.24,36.4708333,-120.6798333,10.906,25,3
12,2.46,36.6543333,-121.286,7.302,21,3
12,2.7,36.6563333,-121.2878333,7.842,21,3
12,2.22,36.6545,-121.2831667,7.552,21,3
11,3.52,36.6566667,-121.2855,7.892,21,3
10,2.97,36.6565,-121.2873333,7.412,21,3
10,3,36.658,-121.2868333,7.692,21,3
19,2.19,36.3601667,-120.9296667,0.532,20,3
7,2.17,36.6226667,-121.2336667,5.024,20,3
19,2,36.4945,-121.0758333,3.633,19,3
22,2.59,36.551,-121.0575,5.196,17,3
16,3.34,36.7481667,-121.5911667,3.329,14,3
6,2.11,36.5248333,-121.1026667,10.893,14,3
6,3.16,36.5286667,-121.106,9.753,14,3
0,2.3,36.5506667,-121.0573333,5.106,14,3
14,2.14,37.4788333,-121.6136667,6.715,13,3
16,2.33,38.126,-121.8763333,20.846,12,3
16,2.36,38.1288333,-121.8818333,22.726,12,3
12,2.28,36.7101667,-121.3428333,2.888,12,3
11,2.32,36.5748333,-121.0388333,7.703,12,3
1,2.09,36.6733333,-121.2833333,4.227,12,3
15,2.29,36.9293333,-121.465,5.274,11,3
13,2.07,37.6885,-122.4241667,0.654,11,3
16,2.19,36.783,-121.3361667,6.38,9,3
18,2.02,37.2405,-121.6281667,5.342,8,3
12,2.35,36.961,-121.581,6.035,8,3
9,2.17,36.7598333,-121.358,3.67,8,3
8,2.25,36.7873333,-121.3053333,8.122,8,3
5,2.21,36.9703333,-121.6668333,9.831,8,3
5,2.13,36.8998333,-121.4746667,8.606,7,3
0,2.14,37.639,-122.0336667,3.748,7,3
23,2.1,36.9708333,-121.667,9.621,6,3
