Time,Mag,Lat,Long,Depth,Day,Month
7,2.2,37.936,-121.9941667,15.687,31,4
13,2.09,36.3935,-120.7253333,11.713,30,4
22,2.07,37.06,-121.4915,4.272,29,4
14,2.65,36.7026667,-121.3338333,2.609,29,4
0,2.1,38.7586667,-122.7148333,1.342,28,4
21,2.35,36.383,-120.9623333,6.139,27,4
9,2.42,36.5951667,-121.2056667,8.589,27,4
8,2.93,38.791,-122.746,1.213,27,4
2,2.23,38.8363333,-122.8056667,1.999,27,4
2,2.4,38.836,-122.804,2.015,27,4
6,2.08,36.6623333,-121.2921667,8.495,26,4
18,2.61,38.3478333,-122.6331667,5.948,25,4
11,2.07,38.8323333,-122.8731667,1.586,25,4
5,2.43,38.4238333,-122.2553333,10.406,25,4
12,2.03,36.4978333,-121.0783333,4.449,24,4
1,2.06,37.4581667,-121.8038333,10.285,24,4
22,2.84,36.683,-121.3115,3.968,23,4
9,2.38,38.8346667,-122.8075,2.159,23,4
6,2.12,38.812,-122.8203333,1.92,23,4
5,2.28,38.7406667,-122.9616667,2.037,22,4
19,4.09,38.4316667,-122.2503333,12.83,21,4
13,2.63,36.6056667,-121.209,2.416,21,4
13,2.09,36.7358333,-121.4166667,6.82,21,4
17,2.09,36.4953333,-121.0758333,4.469,19,4
17,2.22,36.496,-121.0758333,4.519,19,4
21,2.07,36.675,-121.3055,5.97,17,4
20,2.03,37.5478333,-121.8745,7.26,16,4
2,2.03,36.6595,-120.8625,3.667,16,4
0,2.93,38.7038333,-122.415,10.118,14,4
19,2.62,36.7643333,-121.3565,9.394,12,4
12,2.17,37.356,-121.7166667,8.341,11,4
5,2.02,38.7791667,-122.7105,2.33,11,4
19,2.69,38.8053333,-122.7901667,0.876,10,4
15,2.04,38.8226667,-122.8,2.57,9,4
18,2,38.7836667,-122.768,1.444,7,4
11,2.09,36.565,-121.1586667,2.724,6,4
9,2.34,38.8181667,-122.8035,2.959,6,4
7,2.63,37.9646667,-122.0521667,13.647,6,4
7,3.51,37.9661667,-122.0433333,12.12,6,4
7,3.03,37.958,-122.0505,13.91,6,4
8,2.07,36.7343333,-121.409,6.29,5,4
3,2.23,37.658,-121.866,14.69,5,4
18,2.73,37.968,-122.0326667,13.265,4,4
18,2.27,37.9638333,-122.036,12.74,3,4
18,2.62,38.8076667,-122.8236667,1.02,3,4
15,2.05,37.9651667,-122.0363333,12.985,3,4
15,2.89,37.9625,-122.0428333,12.475,3,4
15,3.64,37.9665,-122.0436667,13.14,3,4
15,2.4,37.9698333,-122.0368333,13.355,3,4
5,2.74,36.7796667,-121.4866667,4.01,3,4
7,2.15,36.6845,-121.3131667,3.938,2,4
17,2.25,37.8101667,-122.6498333,5.597,30,3
17,2.42,37.806,-122.6623333,4.787,30,3
14,2.86,36.5786667,-121.1755,2.004,30,3
12,2.57,36.5768333,-121.173,2.064,30,3
15,2.01,36.7715,-121.3201667,6.215,28,3
22,2.48,36.825,-121.5491667,4.015,26,3
19,2.27,37.9416667,-122.1158333,10.105,25,3
14,2.57,38.824,-122.8265,2.311,25,3
9,2.24,38.7895,-122.7246667,1,25,3
9,3.28,38.7861667,-122.72,1.764,25,3
8,2.59,38.7846667,-122.7218333,1.37,25,3
9,2.58,37.0188333,-121.4745,7.394,24,3
3,2.39,36.5511667,-121.1438333,6.667,24,3
4,2.04,36.3956667,-120.9735,4.718,23,3
21,2.79,38.8035,-122.7733333,0.675,22,3
21,2.25,38.8038333,-122.7756667,0.368,22,3
14,2.68,38.7438333,-122.7026667,1.207,21,3
9,2.68,38.8205,-122.8105,2.934,21,3
1,2.14,37.8688333,-121.7793333,19.251,21,3
9,2.22,36.6451667,-121.2718333,9.13,20,3
10,2.76,36.4668333,-121.0403333,4.929,19,3
7,2.66,38.8455,-122.8156667,0.559,19,3
22,2.6,38.7831667,-122.743,0.783,18,3
