Time,Mag,Lat,Long,Depth,Day,Month
9,2.15,38.7668333,-122.7155,1.157,30,4
0,2.47,38.955,-122.6273333,2.759,30,4
15,2.41,36.4888333,-121.0636667,1.795,29,4
14,2.3,37.6625,-122.5066667,9.641,29,4
10,2.28,38.773,-122.745,1.27,29,4
13,2.15,38.8216667,-122.825,1.548,28,4
13,2.12,37.476,-121.8298333,7.395,28,4
8,2.02,37.4778333,-121.8293333,7.352,28,4
17,2.23,37.6663333,-122.5038333,9.398,26,4
7,2.12,38.7878333,-122.736,1.209,26,4
2,2.09,38.8176667,-122.812,1.317,26,4
14,2.18,36.4085,-120.9876667,6.451,25,4
2,2.54,36.9626667,-121.5845,6.471,23,4
0,2.59,38.8328333,-122.8078333,1.107,22,4
19,2.04,36.9115,-121.3365,6.568,20,4
12,2.06,38.7965,-122.7396667,0.766,20,4
8,2.22,36.9103333,-121.3346667,5.768,20,4
6,2.24,36.9105,-121.3341667,6.928,19,4
10,2.11,37.7905,-121.756,14.219,18,4
4,3.37,38.8186667,-122.818,1.477,18,4
14,2.23,38.902,-122.5293333,0.326,15,4
11,2.1,38.8205,-122.8065,2.677,15,4
6,2.49,37.9098333,-121.973,12.415,15,4
18,2.36,38.812,-122.8275,1.818,14,4
20,2.13,37.458,-121.7775,5.651,13,4
16,2.4,37.8606667,-122.2298333,10.403,13,4
15,3.14,37.8633333,-122.2315,10.765,13,4
11,2.09,38.832,-122.8028333,1.242,13,4
8,2.64,38.7546667,-122.7236667,1.062,13,4
23,2.24,36.9656667,-121.4543333,5.989,12,4
17,2.83,38.8271667,-122.4505,7.801,12,4
12,2.11,36.8705,-121.2825,7.951,12,4
8,2.37,38.817,-122.8053333,1.497,12,4
19,2.04,38.8213333,-122.804,2.287,11,4
11,2.16,37.625,-121.8705,4.58,11,4
9,2.64,36.726,-121.1808333,10.753,11,4
8,2.36,38.8221667,-122.4543333,6.012,11,4
15,2.76,38.826,-122.4575,7.671,10,4
19,2.1,37.8786667,-121.38,15.031,9,4
17,2.1,37.8628333,-122.2336667,10.563,9,4
11,2.01,37.8608333,-122.2386667,10.413,9,4
7,2.02,36.437,-121.0141667,5.154,9,4
0,2.88,38.8186667,-122.8273333,1.468,9,4
23,2.19,38.8118333,-122.7831667,0.664,8,4
22,2.1,38.7855,-122.7431667,0.846,8,4
21,2.28,38.8315,-122.4505,6.141,8,4
23,2.17,38.8316667,-122.7536667,0.003,7,4
22,2.79,36.3468333,-120.7396667,10.287,7,4
19,2.56,38.822,-122.8008333,2.097,7,4
5,2.01,36.606,-121.2206667,7.406,7,4
21,2.41,38.7786667,-122.758,0.664,6,4
10,2.12,38.8221667,-122.7963333,2.23,6,4
3,2.18,38.8348333,-122.7723333,1.704,5,4
3,3.25,37.284,-121.6583333,6.665,5,4
23,2.44,37.861,-122.2468333,10.893,4,4
22,2.27,36.5506667,-121.1396667,2.634,4,4
2,2.05,38.8118333,-122.8133333,2.233,4,4
16,2.16,38.8386667,-122.8298333,1.918,3,4
12,2.66,36.8555,-121.3073333,6.942,3,4
15,3.51,37.2535,-121.6358333,6.045,30,3
14,2.37,37.496,-121.5423333,1.777,30,3
23,2.11,38.7578333,-122.7145,0.616,28,3
23,2.34,36.5478333,-121.1391667,6.611,28,3
17,2.33,38.8346667,-122.7956667,1.689,28,3
16,2.15,38.8193333,-122.7951667,2.706,28,3
22,2.99,36.2403333,-120.8043333,6.377,27,3
3,2.36,37.862,-122.2445,10.163,27,3
4,2.78,36.9895,-121.6698333,4.196,26,3
17,2.06,38.8328333,-122.7996667,1.882,25,3
11,2.08,36.8398333,-121.5661667,4.763,25,3
21,2.13,36.5601667,-121.1186667,6.001,24,3
15,3.28,36.9928333,-121.6695,3.16,23,3
9,2.43,38.7988333,-122.8098333,3.116,23,3
7,2.1,36.9911667,-121.6691667,3.806,23,3
4,2.09,36.9923333,-121.6693333,3.96,22,3
0,2.04,38.8328333,-122.7808333,0.698,22,3
0,2.18,38.832,-122.7788333,0.468,22,3
0,2,36.993,-121.6711667,3.96,22,3
18,2.07,37.9803333,-122.0435,17.807,21,3
10,2.13,38.8005,-122.802,1.18,21,3
15,2.01,38.795,-122.7563333,1.675,20,3
13,2.56,38.8865,-122.9535,4.704,19,3
11,2.53,38.7913333,-122.7683333,3.078,19,3
7,2.58,36.576,-121.1716667,2.142,19,3
1,2.37,38.7996667,-122.818,2.626,18,3
15,2.06,38.7886667,-122.7276667,0.93,17,3
10,2.06,38.8173333,-122.7965,1.786,17,3
8,2.07,38.801,-122.8148333,2.656,17,3
8,3.7,38.8151667,-122.798,1.796,17,3
18,2.64,38.7785,-122.7183333,1.446,16,3
16,2.8,38.0838333,-121.9813333,17.913,16,3
