Month,Day,Time,Mag,Lat,Long,Depth
4,30,23,2.82,37.7676667,-121.9356667,7.124
4,30,19,2.13,38.7955,-122.8055,3.658
4,30,15,3.42,36.6815,-121.3046667,3.985
4,30,14,3.08,36.6778333,-121.3028333,4.706
4,30,12,2.44,36.6803333,-121.3051667,4.115
4,30,12,3.35,36.6835,-121.3086667,4.353
4,30,9,2.74,36.6525,-121.2758333,6.748
4,29,19,2.1,37.8705,-122.2378333,10.684
4,29,14,2.42,36.5545,-121.1488333,5.942
4,29,5,2.01,36.2805,-120.8513333,6.322
4,28,12,2.4,36.8971667,-121.6228333,4.941
4,28,10,3.2,36.9833333,-121.643,4.863
4,28,10,2.8,36.9838333,-121.6445,5
4,28,10,2.07,36.9855,-121.6451667,4.85
4,27,11,2.88,38.8398333,-122.8208333,1.922
4,26,21,2.38,36.4903333,-121.0641667,2.014
4,26,18,2.48,36.586,-121.1816667,4.207
4,26,8,2.03,36.477,-121.0561667,6.784
4,22,20,2.15,38.8078333,-122.8138333,0.81
4,22,12,2.24,38.7916667,-122.7785,3.941
4,22,9,2.05,37.5896667,-121.9686667,9.142
4,21,14,2.07,37.3453333,-121.7141667,4.928
4,21,13,4.7,37.3593333,-121.7223333,7.518
4,21,5,2.67,36.7653333,-121.3588333,8.715
4,20,19,2,38.8233333,-122.8065,3.14
4,18,5,2.06,37.2425,-121.626,6.447
4,17,10,2.39,36.7465,-121.4343333,5.796
4,17,1,2.35,38.7908333,-122.7735,3.561
4,16,13,2.58,38.7915,-122.7563333,1.011
4,16,4,2.88,38.7825,-122.7673333,0.061
4,15,22,2.49,38.8115,-122.8073333,3.67
4,15,19,2.5,38.928,-122.6441667,2.371
4,15,8,2.07,38.8223333,-122.7943333,3.08
4,14,21,2.02,37.8016667,-122.1978333,10.343
4,14,19,2.41,36.8383333,-121.3006667,5.974
4,14,10,2.21,37.9125,-122.2811667,5.451
4,14,8,2.14,38.8138333,-122.8101667,3.7
4,14,8,2.28,38.8136667,-122.8113333,3.52
4,14,6,2.32,36.8156667,-121.2031667,6.991
4,12,11,2.76,36.974,-121.6206667,4.955
4,12,11,2.23,36.9775,-121.6228333,4.415
4,12,3,2.47,36.8321667,-121.5601667,6.976
4,9,16,2.36,36.401,-120.9303333,5.181
4,9,14,2.18,38.824,-122.8081667,3.42
4,9,10,2.48,38.82,-122.8095,2.82
4,9,6,2.12,36.8108333,-121.534,6.546
4,8,13,2.58,38.7901667,-122.7551667,1.741
4,7,21,2.69,38.8266667,-122.8033333,2.47
4,7,11,2.53,38.812,-122.8126667,3.04
4,6,20,2.28,38.8345,-122.8766667,3.182
4,6,18,2.06,38.9113333,-122.5226667,1.713
4,6,10,2.38,38.9098333,-122.5018333,1.053
4,6,5,2.18,37.4896667,-121.837,8.214
4,5,20,2.14,36.677,-121.3005,3.246
4,4,17,2.22,38.7865,-122.757,0.091
4,4,0,2.08,38.8148333,-122.8078333,2.75
4,4,0,2.3,36.8698333,-121.5978333,5.647
4,2,22,2.14,38.8251667,-122.7978333,3.501
4,2,6,3.36,38.7888333,-122.7736667,2.451
4,2,4,2.03,38.8036667,-122.8031667,0.891
4,2,4,3.27,38.8031667,-122.803,1.171
4,2,2,2.28,36.47,-121.0478333,5.454
4,1,23,2.38,36.4706667,-121.0475,5.364
4,1,20,2,38.892,-122.999,4.446
4,1,11,2,36.9128333,-121.637,5.191
4,1,11,3.5,36.9046667,-121.632,5.401
4,1,11,2.72,36.907,-121.6333333,5.241
4,1,11,2.13,36.9093333,-121.6321667,4.721
4,1,11,3.7,36.903,-121.631,5.611
3,30,15,2.03,35.9955,-121.4611667,16.941
3,30,4,2.34,36.259,-120.8213333,5.796
3,29,18,2.12,38.5175,-122.7546667,1.846
3,29,9,2.45,38.8043333,-122.805,2.65
3,28,17,2.18,37.1306667,-121.5281667,7.933
3,28,15,2.41,37.3638333,-121.7298333,5.486
3,27,15,2.86,36.8956667,-121.6238333,5.331
3,27,9,2.18,38.8033333,-122.812,3.26
3,26,18,2.79,38.8228333,-122.8068333,1.961
3,26,2,2.33,38.3155,-122.589,9.301
3,25,23,2.21,38.8238333,-122.7748333,2.001
3,25,17,2.54,35.9991667,-121.4716667,14.758
3,25,17,2.38,38.84,-122.8198333,0.879
3,25,17,2.08,38.813,-122.812,3.841
3,25,13,2.01,38.821,-122.8083333,4.051
3,25,10,2.06,37.9886667,-122.0525,15.667
3,24,17,2.49,38.819,-122.8383333,0.399
3,24,16,2.59,38.7936667,-122.741,1.431
3,24,10,2,36.5301667,-121.1115,2.114
3,24,2,2.03,36.9576667,-120.2731667,9.41
3,23,22,2.34,37.7658333,-122.1451667,10.956
3,23,20,2.43,36.5365,-121.1186667,2.986
3,23,18,2.65,36.5353333,-121.1173333,2.876
3,23,12,2.4,38.895,-123.0031667,0.336
3,23,12,2.01,38.8943333,-123.0026667,2.206
3,23,11,2.34,38.7996667,-122.8128333,3.309
3,23,8,2.06,38.8146667,-122.8093333,3.281
3,22,8,2.38,36.5923333,-121.1991667,7.195
3,21,23,2.03,36.5665,-121.1563333,3.312
3,21,22,2.01,37.7041667,-121.3131667,6.986
3,20,0,2.73,36.577,-121.1711667,1.832
3,18,18,2.44,36.8771667,-121.6076667,5.568
3,18,18,2.5,36.9838333,-121.4661667,4.912
3,18,18,2.64,36.8706667,-121.5998333,3.637
3,18,18,2.24,36.9001667,-121.6246667,5.371
3,18,17,4.9,36.8853333,-121.6133333,5.345
3,18,16,3.7,36.8756667,-121.6053333,4.855
3,18,5,2.22,38.7721667,-122.7455,1.671
3,17,8,2,36.5881667,-121.1966667,7.875
3,17,2,2.36,36.6411667,-121.0776667,5.797
3,16,22,2.2,38.7616667,-122.73,1.031
3,16,20,2.25,37.3101667,-122.0733333,4.31
3,16,20,2.13,36.8741667,-121.6093333,6.998
3,16,11,2.59,38.794,-122.7456667,0.654
3,15,13,2.25,38.7808333,-122.7626667,1.321
3,14,11,2.14,38.7816667,-122.7616667,1.631
3,14,7,2.56,37.0216667,-121.7576667,4.665
3,14,4,2.25,36.2456667,-120.8053333,6.246
