Time,Mag,Lat,Long,Depth
23,2.27,36.5468333,-120.8188333,6.55
11,2.24,37.8451667,-121.7731667,18.757
8,2.07,38.7778333,-122.7211667,0.426
6,2.4,38.811,-122.7945,1.416
6,2.68,38.812,-122.7993333,0.986
3,2.11,36.5516667,-121.1443333,2.332
4,2.12,38.8125,-122.801,0.237
21,2.32,36.7751667,-121.4106667,10.279
21,2.27,36.77,-121.4078333,7.834
20,2.03,36.7766667,-121.411,9.668
13,2.33,36.9383333,-121.4331667,4.333
8,2.37,36.9581667,-121.5713333,6.995
8,2.41,37.4151667,-121.7631667,6.987
3,2.16,37.3971667,-121.746,9.277
9,2.66,37.4518333,-121.7846667,6.97
12,2.65,36.614,-121.2238333,6.021
20,2.52,36.9695,-121.6045,8.103
11,2.46,37.0751667,-121.4975,9.251
17,2.15,36.8783333,-121.619,7.728
8,2.17,38.813,-122.8093333,3.061
11,2.85,36.9835,-121.0491667,2.706
10,3.9,36.9843333,-121.0496667,4.126
10,2.19,38.5755,-123.3906667,1.476
7,3.05,37.9025,-121.9905,12.267
5,2.29,38.7953333,-122.7998333,4.121
12,3,36.9625,-121.453,6.341
12,2.24,36.588,-121.1855,4.187
8,2.1,37.3461667,-121.7125,7.197
4,2.44,36.4696667,-121.0471667,7.823
13,2.27,38.6635,-122.1655,4.322
12,2.25,38.7005,-122.2223333,4.252
22,2.24,37.0388333,-121.4753333,8.57
7,2.13,38.8446667,-122.4998333,56.925
11,2.25,38.8221667,-122.7965,3.351
4,2.84,37.734,-122.1278333,10.588
3,2.99,38.8946667,-122.6788333,4.97
0,2.37,37.2928333,-121.4736667,72.084
17,2.51,38.5285,-122.6426667,6.021
23,2.57,38.7978333,-122.7943333,1.073
15,2.68,37.3578333,-121.6585,6.433
15,2.47,38.8135,-122.8363333,1.134
13,2.25,36.6185,-121.2261667,5.341
18,2.17,36.5133333,-120.6493333,8.352
4,2.64,36.6348333,-121.1763333,6.831
2,2.92,36.8465,-121.5748333,5.244
1,2.07,36.7978333,-121.3106667,8.791
18,2.14,38.8238333,-122.8156667,0.305
1,2.78,36.6345,-121.179,7.832
15,2.05,37.6621667,-122.5053333,7.083
12,2.9,38.791,-122.7731667,0.438
6,2.19,37.3563333,-121.7206667,7.797
1,2.22,36.8815,-121.6161667,6.998
16,2.56,37.2746667,-121.6526667,6.263
19,2.06,38.7935,-122.4631667,7.497
14,2.35,36.578,-121.1333333,3.946
14,2.08,38.7928333,-122.7938333,0.574
13,2.73,36.6268333,-121.1066667,9.757
11,4.1,37.1121667,-121.877,13.222
7,2.4,36.3918333,-120.9341667,6.451
1,2.28,38.8001667,-122.7676667,1.826
18,2.9,38.8116667,-122.8015,3.321
23,2.19,38.2873333,-120.7618333,5.323
16,2.18,36.8466667,-121.58,6.034
10,2.8,36.8455,-121.5803333,6.584
10,2.72,36.8466667,-121.5773333,6.104
0,2.21,38.8015,-122.8265,2.363
20,2.19,38.8033333,-122.8068333,1.2
20,2.26,38.8098333,-122.7958333,1.361
3,2.1,36.5356667,-121.0848333,7.854
15,3.4,37.7703333,-121.7288333,13.253
13,2.95,36.7215,-121.361,3.151
20,2.74,38.8145,-122.7956667,3.281
16,2.05,36.1163333,-121.5938333,10.406
21,2.19,38.8033333,-122.8101667,1.855
21,2.18,36.825,-121.3436667,6.692
2,2.14,36.2326667,-120.7928333,6.467
12,2.05,36.8365,-121.567,7.404
11,2.11,36.7685,-121.4788333,7.486
3,2.06,36.4716667,-121.0508333,6.383
1,2.14,36.9541667,-121.448,4.241
23,2.26,38.8268333,-122.4586667,7.585
5,2.09,38.8265,-122.4588333,7.135
23,2.18,36.41,-120.9911667,7.265
12,2.85,36.7801667,-121.3853333,2.5
18,2.44,36.8323333,-121.4091667,8.698
12,2.82,36.4691667,-121.042,5.783
6,2.04,36.7073333,-121.3403333,3.274
12,2.01,36.7241667,-121.3593333,4.063
