Month,Day,Time,Mag,Lat,Long,Depth
4,30,18,2.01,37.4061667,-121.651,6.253
4,29,17,2.42,38.0838333,-121.9551667,4.804
4,29,15,2.18,37.871,-122.2346667,9.399
4,29,15,3.06,36.5328333,-121.0965,0.753
4,29,14,2,36.529,-121.0951667,1.143
4,29,3,2.11,36.496,-121.0763333,0.06
4,29,0,2.18,38.5208333,-122.2445,16.152
4,28,22,2.32,36.617,-121.0523333,11.08
4,28,20,2.02,36.5296667,-121.0998333,4.285
4,28,16,2.18,36.5308333,-121.0978333,1.674
4,28,12,2.08,36.6775,-121.3035,5.424
4,27,22,2.66,38.8031667,-122.805,0.945
4,27,19,2.72,38.803,-122.7691667,1.406
4,27,9,3.3,36.535,-121.0971667,0.967
4,27,7,3.4,36.5383333,-121.0996667,4.35
4,25,14,2.02,37.261,-121.6488333,4.575
4,25,13,2.38,36.3315,-120.7523333,8.986
4,25,8,3.09,36.3318333,-120.7553333,8.946
4,23,16,2.36,36.6878333,-121.3193333,5.414
4,23,1,2.16,36.9946667,-121.6515,5.831
4,21,17,2.45,37.0201667,-121.1968333,3.549
4,21,16,2.67,37.02,-121.1975,2.979
4,21,5,2.06,38.221,-122.1745,9.659
4,20,4,2.31,38.5323333,-122.6123333,2.805
4,20,4,2.93,38.5343333,-122.296,10.832
4,19,16,2.22,38.8036667,-122.8141667,1.401
4,17,21,2.01,36.8618333,-121.5948333,5.502
4,17,2,2.2,38.8208333,-122.8048333,3.196
4,17,1,2.5,36.7045,-121.3295,3.716
4,14,8,2.09,36.7686667,-121.4691667,6.81
4,13,21,2.33,37.6826667,-122.4965,10.814
4,13,7,2.28,38.8081667,-122.7616667,1.861
4,11,19,2.17,38.5496667,-122.4575,11.204
4,11,15,3.05,36.7753333,-121.4736667,4.409
4,8,18,2.37,36.448,-121.0125,4.859
4,8,17,2.25,36.4051667,-120.9821667,4.803
4,8,7,2.07,36.592,-121.1985,8.141
4,8,0,2.07,37.288,-121.665,6.033
4,7,22,3,37.3055,-121.6778333,6.333
4,7,22,2.23,37.3473333,-121.7135,7.543
4,7,22,2.53,37.3016667,-121.6781667,5.923
4,7,22,4.8,37.2926667,-121.6635,7.083
4,7,21,2.28,37.29,-121.664,6.765
4,5,21,2.52,37.4218333,-121.7641667,10.562
4,5,10,2.01,37.8776667,-122.1463333,9.38
4,5,10,2.01,37.875,-122.1491667,8.82
4,5,1,2.28,37.5221667,-121.8898333,6.083
4,2,19,2.45,36.4903333,-121.0636667,2.242
4,2,1,2.98,38.8281667,-122.7918333,0.711
3,30,7,2.5,37.593,-121.7001667,5.774
3,30,7,2.35,37.5945,-121.6973333,6.284
3,30,6,2.16,37.5926667,-121.699,5.295
3,28,18,2.52,36.8965,-121.5593333,6.708
3,28,17,2.4,38.8246667,-122.8,0.727
3,28,13,2.12,36.5588333,-121.1538333,7.264
3,27,16,3.68,37.6526667,-122.4775,10.074
3,27,16,4.4,37.6356667,-122.4873333,15.144
3,27,14,2.08,36.8983333,-121.641,8.12
3,25,20,2.08,38.5545,-122.6426667,4.641
3,25,13,2.03,38.0038333,-121.8461667,16.782
3,24,4,2.34,36.5443333,-121.1331667,5.026
3,24,2,2.49,36.5481667,-121.1386667,6.136
3,23,0,2.69,37.2605,-121.6428333,6.173
3,22,4,2.01,36.8581667,-121.587,6.114
3,21,22,3.1,36.8218333,-121.4028333,7.654
3,21,17,2.24,36.476,-121.051,4.013
3,20,11,2.29,37.304,-121.6783333,5.713
3,20,8,2.09,36.7513333,-121.3558333,4.08
3,20,1,2.79,36.621,-120.6536667,2.78
3,20,1,3.45,36.5203333,-120.757,6
3,19,7,2.5,38.8038333,-122.8065,2.577
3,19,7,2.76,36.543,-121.1251667,2.155
3,17,0,2.59,37.355,-121.7175,5.913
3,15,14,2.08,37.0353333,-121.7001667,2.302
3,15,7,2.06,36.9741667,-121.7028333,11.131
3,15,5,2.63,38.794,-122.81,3.767
3,14,8,2.18,36.5386667,-121.1238333,2.306
3,12,22,2.24,37.6243333,-121.7351667,6.234
3,12,20,2.66,37.6233333,-121.735,5.092
3,10,0,2.71,36.6043333,-120.6135,8.433
3,9,16,2.15,36.5586667,-121.0221667,8.592
3,9,10,2.49,36.49,-120.7545,9.694
3,7,9,2.79,36.2805,-121.6958333,10.987
3,7,8,2.36,36.6993333,-121.3338333,3.626
