Month,Day,Time,Mag,Lat,Long,Depth
4,31,6,3.21,36.234,-120.804,6.871
4,31,5,2.08,38.8475,-122.791,8.565
4,31,5,2.11,38.7993333,-122.769,1.462
4,30,17,2.67,37.9178333,-121.8083333,8.906
4,30,9,3.14,37.7088333,-120.2823333,4.635
4,29,16,2.21,38.7278333,-123.024,0.341
4,29,0,2.83,36.2323333,-120.7971667,10.052
4,29,0,3.43,36.2236667,-120.8311667,5.914
4,28,23,2.01,36.4738333,-121.0613333,3.895
4,28,10,2.17,37.8968333,-121.8058333,7.41
4,27,19,2.03,38.9156667,-122.7083333,0.807
4,27,3,2.75,37.119,-121.5283333,1.632
4,27,3,2.55,37.1465,-121.5356667,10.075
4,27,2,2.17,37.0373333,-121.4738333,9.17
4,26,22,2.91,36.5586667,-121.1501667,7.027
4,26,16,2.15,36.9118333,-121.4745,4.848
4,26,10,3.29,38.0513333,-120.7026667,4.693
4,25,22,2.88,36.4281667,-121.0445,6.018
4,25,15,2.05,38.8018333,-122.8251667,1.366
4,25,4,2.81,36.589,-121.1818333,3.713
4,23,15,2.46,36.5888333,-121.1865,5.984
4,23,7,2.21,36.738,-121.4015,6.159
4,22,14,2.29,37.019,-121.4613333,8.09
4,21,22,2.74,38.3955,-122.4265,9.186
4,21,18,2.44,36.6043333,-121.2053333,4.481
4,20,16,2.23,38.2996667,-122.605,0.313
4,20,4,2.9,37.8295,-121.77,17.283
4,19,19,2.38,36.7791667,-121.4945,7.199
4,19,19,2.76,36.5828333,-121.1761667,5.222
4,15,17,2.11,36.8618333,-121.3871667,6.421
4,15,17,2.04,36.254,-121.36,14.676
4,15,7,3,36.6336667,-121.2491667,9.661
4,13,22,2.09,37.9365,-122.2901667,8.414
4,13,16,2.29,37.9801667,-121.8096667,18.297
4,13,10,2.39,37.766,-121.7225,13.198
4,10,15,2.87,36.844,-121.5728333,6.983
4,10,4,2.86,37.1261667,-121.9088333,14.067
4,10,1,2.74,38.8081667,-122.7906667,0.778
4,9,3,2.13,36.8266667,-121.5516667,5.853
4,9,2,2.01,37.8545,-121.7825,6.926
4,8,5,2.96,38.8291667,-122.7951667,2.85
4,5,18,2.11,36.9431667,-121.3841667,8.935
4,5,14,2.17,36.8178333,-121.5303333,4.111
4,3,15,2.27,37.9923333,-122.4545,3.115
4,1,22,2.63,36.5851667,-121.1796667,3.433
4,1,13,2.45,36.6185,-121.224,5.131
4,1,8,2.16,36.4708333,-121.049,6.115
4,1,7,2.28,36.8098333,-121.3763333,5.472
4,1,3,2.47,36.4688333,-121.0406667,4.504
4,1,1,2.3,36.6181667,-121.224,4.645
3,30,23,2.26,36.5681667,-121.1576667,3.021
3,30,23,2.31,36.789,-121.514,8.421
3,30,20,2.01,37.051,-121.4865,6.497
3,30,20,2.94,37.0518333,-121.4883333,7.377
3,28,11,2.56,36.8106667,-121.5313333,6.298
3,28,11,3.3,36.81,-121.5345,7.521
3,28,10,2.01,37.6478333,-122.0435,3.335
3,28,7,2.3,36.7938333,-121.5075,6.231
3,27,13,2.37,38.3825,-122.6381667,6.655
3,27,6,2.19,38.8056667,-122.808,2.56
3,26,15,2.03,37.9291667,-122.389,2.159
3,26,10,2.38,37.7856667,-121.7408333,8.046
3,26,6,2.59,38.4671667,-122.2395,2.892
3,26,2,2.59,36.5545,-121.0716667,10.307
3,26,0,2.14,36.5538333,-121.0691667,10.877
3,25,23,3.1,37.3155,-121.687,6.963
3,25,16,2.15,37.9885,-122.4538333,4.179
3,25,15,2.3,38.1156667,-122.1795,6.207
3,25,4,2.64,37.425,-121.621,6.197
3,24,21,2.19,38.802,-122.7685,1.268
3,24,18,2.41,37.7668333,-120.192,4.481
3,24,12,2.07,37.77,-121.9841667,8.435
3,24,8,2.51,37.426,-121.6223333,5.397
3,23,13,2.2,38.646,-122.543,4.573
3,23,13,2.31,37.954,-120.5406667,0.052
3,23,9,2.66,38.8005,-122.8236667,1.526
3,21,10,2.54,37.7738333,-121.985,8.995
3,21,9,2.39,37.5983333,-122.4615,8.869
3,21,3,2.31,37.6013333,-122.4615,9.354
3,20,21,2.22,36.9081667,-121.6508333,10.379
3,20,20,2.36,37.7548333,-121.9278333,6.763
3,19,7,2.38,37.7955,-121.75,11.908
3,19,6,2.54,36.8086667,-121.5311667,6.828
3,19,4,3,36.81,-121.5338333,7.178
3,18,23,2.41,38.809,-122.8011667,3.482
3,18,21,2.17,38.8326667,-122.9636667,1.821
3,18,21,2.41,38.8311667,-122.9625,1.881
3,18,20,2.83,38.83,-122.9643333,1.851
3,18,14,2.32,37.6385,-121.6815,7.8
3,17,16,2.71,38.775,-122.442,9.033
3,17,13,2.11,37.836,-121.7815,10.858
3,17,13,2.48,37.4136667,-121.6306667,7.606
3,17,3,2.66,38.104,-122.1861667,7.825
3,16,5,2.38,36.8486667,-121.5783333,5.606
3,16,1,2.92,37.5961667,-121.7063333,6.395
3,15,12,2.55,36.8063333,-121.5283333,6.418
3,14,11,2.15,36.8018333,-121.5246667,6.581
3,14,5,3.15,36.7946667,-121.5163333,7.709
3,14,2,2.43,38.8698333,-122.2718333,14.035
3,13,20,2.11,36.7935,-121.5023333,6.039
3,13,20,2.01,36.8041667,-121.5245,6.998
3,13,19,2.75,36.779,-121.496,8.66
3,13,17,2.22,36.7955,-121.5093333,6.609
3,13,17,2.29,36.7958333,-121.5071667,6.169
3,13,16,2.93,36.7791667,-121.4886667,7.762
3,13,16,2.19,37.5633333,-121.944,9.084
3,13,16,2.18,36.8026667,-121.5211667,6.831
3,13,15,3.2,36.7761667,-121.4895,7.899
3,13,14,2.03,37.8675,-121.7938333,4.928
3,13,13,2.99,36.8031667,-121.5246667,7.198
3,13,13,2.36,36.801,-121.522,6.781
3,13,9,2.17,36.8,-121.5111667,6.813
3,13,9,3.13,36.7956667,-121.5135,7.239
3,13,8,2.05,36.7838333,-121.4931667,6.384
3,13,7,3.06,36.7741667,-121.4911667,6.277
3,13,7,2.72,36.8003333,-121.5215,7.03
3,13,4,2.07,38.8,-122.7825,0.731
3,13,0,2.14,36.7811667,-121.488,6.449
3,13,0,2.15,36.7853333,-121.4923333,6.239
3,13,0,2.71,36.7748333,-121.4838333,5.739
3,12,23,3.2,36.7828333,-121.4893333,6.219
3,12,23,2.02,36.798,-121.5138333,6.529
3,12,23,2.89,36.7846667,-121.4928333,6.449
3,12,22,3.2,36.7998333,-121.5183333,6.888
3,12,22,4.7,36.7856667,-121.509,8.169
3,12,2,2.02,36.6406667,-121.2556667,5.681
3,10,19,2.05,37.795,-121.7511667,13.008
3,10,9,2.66,38.8131667,-122.8098333,2.55
3,9,21,2.29,36.6861667,-121.31,3.914
3,9,19,2.07,37.5738333,-122.4443333,10.244
3,9,16,2.17,36.8455,-121.431,2.785
3,9,10,2.01,36.5398333,-121.1215,2.717
3,8,23,2.29,37.6068333,-121.8388333,11.764
3,8,18,3.27,37.6125,-121.8388333,14.654
3,8,13,2.01,38.306,-122.1768333,10.487
3,8,7,2.06,36.4586667,-121.0351667,6.232
3,8,5,2.77,36.7998333,-121.5193333,6.868
3,7,23,2.07,36.5603333,-121.1515,6.447
3,7,19,2.28,36.3045,-120.872,7.825
3,6,21,3.5,37.8556667,-122.2303333,6.95
3,6,12,2.94,36.6888333,-121.3143333,3.824
3,6,3,2.15,37.3236667,-122.0873333,4.774
3,5,9,2.19,36.93,-121.3908333,8.74
3,4,17,2.14,37.758,-121.9245,7.146
3,4,6,2.79,37.7848333,-121.738,12.887
3,3,21,2.24,36.9115,-121.6578333,10.578
3,3,6,2.17,36.4505,-121.0271667,6.712
3,2,23,2.28,36.4478333,-121.0271667,4.785
3,2,19,2.28,37.0323333,-121.4933333,4.097
3,1,18,2.32,36.5681667,-121.1563333,3.277
2,31,14,2,38.2521667,-122.1701667,8.006
2,31,2,2.93,37.0093333,-121.6706667,3.151
2,30,20,2.13,37.078,-121.496,9.932
2,29,15,2.34,37.762,-121.9276667,6.3
2,27,16,2.34,36.3176667,-121.6491667,6.635
2,25,10,2.16,38.801,-122.771,1.732
2,25,4,2.63,37.3435,-121.7113333,7.443
2,25,2,2.4,38.798,-122.8035,1.976
2,24,15,2.37,37.793,-122.0335,9.072
2,24,4,2.17,38.8088333,-122.8065,0.75
2,24,2,2.03,38.8126667,-122.7983333,0.49
2,23,12,2.18,37.5781667,-121.8415,7.645
2,21,6,2.47,38.8021667,-122.8243333,2.276
2,20,17,2.14,37.8633333,-121.7908333,5.186
2,20,11,2.16,36.5588333,-120.832,4.306
2,19,16,2.16,36.7143333,-121.3525,1.666
2,19,1,2.91,36.8766667,-121.6058333,5.298
2,19,1,2.42,37.5728333,-121.9691667,4.73
2,19,1,2.08,36.3455,-121.4365,0.16
2,18,18,2.09,37.0346667,-121.4711667,8.77
2,18,16,2.41,38.7793333,-122.1448333,2.262
2,18,15,2.22,36.9401667,-121.3103333,6.691
2,17,20,2.59,36.896,-121.35,8.121
