Time,Mag,Lat,Long,Depth
12,2.41,38.7895,-122.7448333,1.724
9,2.1,38.8248333,-122.7915,3.32
13,2.34,37.3301667,-121.6976667,6.968
10,2.09,38.8126667,-122.811,3.14
1,2.21,36.8143333,-121.527,4.6
3,2.42,38.5758333,-122.2531667,9.756
13,2.2,36.8215,-121.4131667,26.336
20,2.35,36.548,-121.1123333,8.556
8,2.38,36.5453333,-121.1371667,8.696
1,2.49,36.9551667,-120.2695,9.086
18,2.33,37.3573333,-121.7206667,7.428
17,2.29,37.358,-121.7203333,7.988
17,2.72,36.549,-121.1128333,8.726
8,2.24,37.3636667,-121.727,7.168
12,2.07,37.089,-122.0436667,8.239
15,2.22,37.7083333,-122.532,5.575
3,2.25,36.7608333,-121.4581667,6.175
13,2.66,36.5653333,-121.1606667,6.172
11,2.31,36.6625,-121.2825,4.846
5,2.41,38.8368333,-122.795,0.933
4,3.26,38.822,-122.7973333,4.453
19,2.56,37.3545,-121.7215,5.683
21,2.03,37.3488333,-121.7236667,2.038
2,2.58,37.1893333,-122.3175,16.684
15,2.25,38.7946667,-122.8055,3.471
10,2.27,37.5003333,-121.8173333,4.668
9,2.11,38.7981667,-122.736,1.664
3,2.51,38.8241667,-122.8073333,3.363
23,2.67,38.818,-122.837,1.501
17,2,38.7558333,-122.6991667,2.248
13,2.07,36.6906667,-121.322,4.305
21,2.94,36.789,-121.5281667,10.52
15,2.15,38.793,-122.7805,1.331
14,3.33,38.8218333,-122.808,4.093
8,2.52,38.785,-122.7713333,1.011
5,2.22,38.0325,-123.472,3.048
4,2.46,38.8071667,-122.8186667,0.343
3,3.18,38.8063333,-122.8113333,1.213
22,2.07,38.8141667,-122.7973333,2.213
10,2.13,37.9691667,-122.3408333,6.191
15,2.25,38.7476667,-122.6985,2.168
10,2.39,38.8115,-122.7743333,1.773
22,2.12,37.2938333,-120.6838333,13.885
6,2.37,38.778,-122.7173333,1.934
5,2.15,38.7856667,-122.7725,0.891
23,2.71,38.331,-122.616,8.871
16,2.92,38.7683333,-122.731,1.981
14,2.6,38.8098333,-122.8148333,3.633
7,2.44,36.6826667,-121.3073333,3.645
3,2.19,38.8215,-122.8106667,2.743
3,2.48,38.8228333,-122.7971667,3.98
22,3.17,38.0058333,-123.5061667,0.217
21,2.26,37.9076667,-121.9965,10.321
11,2.08,38.7755,-122.7181667,1.854
20,2.25,36.8126667,-121.5243333,4.36
23,2.15,36.544,-121.1336667,5.076
14,2.02,36.2726667,-121.2725,14.306
13,2.48,36.5718333,-121.1655,2.552
7,2.59,38.8255,-122.8028333,1.12
0,2.71,36.5426667,-121.132,4.986
