Time,Mag,Lat,Long,Depth
14,2.17,38.8028333,-122.8041667,3.651
1,2.25,37.3445,-121.7096667,7.463
1,2.24,37.3438333,-121.7081667,7.353
19,2.68,37.3106667,-122.076,4.876
11,2.39,36.5785,-121.174,5.352
0,2.09,38.7991667,-122.7998333,1.021
22,2.06,36.5723333,-121.035,7.552
17,2.61,38.8023333,-122.7856667,0.111
7,2.42,37.9505,-122.7228333,8.289
23,2.29,37.989,-122.1801667,8.41
23,2,37.8653333,-122.2371667,9.269
21,2.43,36.8195,-121.5396667,5.94
5,2.74,37.7113333,-122.1056667,5.841
12,2.45,36.8236667,-121.5423333,4.42
6,2.07,38.774,-122.7203333,1.384
19,2.8,37.0763333,-121.6256667,4.044
13,3.05,36.9643333,-121.5931667,7.581
22,2.87,36.8406667,-121.572,7.174
22,2.2,37.7731667,-122.5883333,6.24
12,2.77,38.824,-122.8075,3.11
3,2.12,36.3603333,-120.9391667,5.072
0,2.79,36.8255,-121.5436667,4.5
6,2.88,36.8278333,-121.5491667,4.45
17,2.26,36.8258333,-121.5498333,5.86
14,2.57,36.827,-121.5471667,4.54
14,2.1,37.3388333,-122.075,1.971
12,2.2,36.5716667,-121.1643333,2.592
11,2.2,37.5583333,-121.7783333,7.678
21,2.05,38.7966667,-122.7345,1.601
7,2.51,37.3351667,-122.0608333,3.801
22,2.78,38.8255,-122.7951667,3.59
17,2.38,38.8178333,-122.8088333,3.6
22,2.03,37.4335,-121.7766667,8.42
19,2.1,37.2948333,-121.6765,1.528
14,2.86,38.9126667,-122.6335,2.541
12,2.02,37.5208333,-121.6676667,3.006
4,2.75,38.8105,-122.7996667,3.02
3,3.21,38.8126667,-122.798,2.72
1,2.02,36.3721667,-120.9513333,7.5
23,2.61,38.8033333,-122.8018333,3.021
10,2.59,36.9581667,-121.5753333,6.201
5,2.64,36.8608333,-121.5935,6.924
4,2.78,36.86,-121.5923333,6.904
1,3.01,36.9373333,-121.681,11.626
1,3.32,36.9371667,-121.6808333,11.656
13,2.07,38.4226667,-122.6396667,8.42
9,3.1,36.2501667,-120.8156667,5.786
8,2.77,36.2488333,-120.8156667,5.796
8,2.2,36.866,-121.5933333,5.804
23,2.02,36.408,-120.974,1.522
3,2.04,38.742,-122.4131667,6.609
3,2.41,36.7131667,-121.071,4.918
6,2.04,36.5888333,-121.1863333,4.457
16,2,38.8248333,-122.797,3.491
15,2.37,37.7261667,-122.1181667,8.061
15,2.27,38.8465,-122.8011667,0.851
14,2.61,38.8438333,-122.804,0.531
5,2.32,36.8216667,-121.5438333,5.89
3,2.34,37.9221667,-122.2891667,6.592
1,2.43,36.133,-121.607,12.503
23,2.29,38.8081667,-122.8066667,2.65
15,2.01,38.3395,-122.182,6.581
23,2.63,37.7378333,-122.551,7.335
14,2.43,36.2658333,-121.8383333,5.692
10,2.03,38.8165,-122.8113333,2.951
7,2.06,38.9368333,-121.7325,5.824
6,2.12,36.6045,-121.2158333,8.753
23,2.51,36.8303333,-121.5556667,5.03
22,2.2,38.7946667,-122.809,3.618
19,2.11,37.8633333,-121.9568333,7.045
22,2.09,37.1661667,-122.0031667,11.978
4,2.27,38.8205,-122.8028333,3.14
10,2.75,38.8206667,-122.7981667,3.43
1,2.41,37.1576667,-121.561,2.753
15,2.34,38.7626667,-122.7373333,1.631
18,2.23,37.3893333,-121.7396667,9.227
18,2.12,37.7251667,-121.974,7.165
18,2.54,38.812,-122.8013333,1.64
11,2.04,36.9641667,-122.1943333,12.742
5,2.04,38.8253333,-122.8035,2.95
16,2.42,38.339,-122.1891667,8.172
0,2.4,38.8156667,-122.8393333,1.109
4,2.37,36.6361667,-121.2495,6.02
3,2.52,36.4715,-121.0461667,1.094
1,2.26,36.6363333,-121.2498333,5.99
10,3.04,37.6073333,-121.9721667,9.314
9,2.28,37.2893333,-121.6695,3.468
5,3.19,37.9828333,-122.0415,15.361
4,2.48,36.596,-121.1998333,6.663
0,2.12,37.4143333,-121.1788333,4.905
0,2.5,38.7833333,-122.7593333,2.431
12,2.21,36.3803333,-121.0233333,2.215
7,2.62,37.8473333,-122.0063333,14.445
0,2.78,36.563,-120.6016667,14.123
6,2.57,37.4758333,-121.7153333,8.85
6,3.2,37.4751667,-121.7151667,9.172
14,2.52,38.0886667,-122.4048333,12.861
12,2.08,36.1496667,-121.341,19.027
11,2.1,36.4446667,-121.0113333,3.533
7,2.03,38.7666667,-122.742,1.161
2,2.07,37.6051667,-121.6986667,3.605
17,2.22,38.8186667,-122.796,3.471
20,2.03,36.5386667,-121.1235,2.346
12,2.71,38.3481667,-122.1946667,8.082
8,2.81,36.5786667,-121.1733333,1.942
9,3.06,38.7968333,-122.7958333,0.521
9,2.5,38.7698333,-122.7313333,2.331
19,2.22,38.802,-122.7683333,0.583
19,2.35,38.8031667,-122.7665,0.433
19,3.88,38.7858333,-122.7741667,4.541
17,2.62,36.7691667,-121.4758333,6.893
12,2.55,38.8206667,-122.8003333,2.86
2,2.67,36.9001667,-121.0123333,4.853
22,2.11,36.6181667,-121.2231667,4.613
10,2.33,36.893,-121.5946667,1.578
22,2.39,38.7876667,-122.779,3.641
16,2.26,37.5596667,-121.6721667,5.008
0,2.54,36.7801667,-121.4925,6.58
18,2,36.9021667,-121.0208333,2.693
13,3.04,37.6323333,-122.0213333,5.588
6,2.05,36.64,-121.232,7.14
5,2.14,36.8985,-121.0165,0.436
23,2.21,36.5476667,-121.1396667,6.576
8,3.7,36.9045,-121.0185,4.493
19,2.97,36.9036667,-121.0193333,3.903
0,2.8,38.8386667,-122.7991667,0.56
19,2.48,38.8051667,-122.7911667,0.231
19,2.45,38.804,-122.7953333,0.641
18,2.22,38.7486667,-122.918,6.431
8,2.29,38.5373333,-122.5221667,8.223
22,2.56,38.838,-122.8815,2.902
21,2.46,36.8091667,-121.533,7.08
14,2.09,38.819,-122.8088333,3.224
7,3.28,36.8135,-121.54,7.19
6,2.19,38.784,-122.772,2.734
15,2.53,38.7996667,-122.813,0.782
9,2.04,38.8226667,-122.8055,2.943
3,2.29,36.687,-121.3183333,5.505
5,2.24,38.8243333,-122.7748333,1.104
1,2.35,38.853,-122.7905,1.084
19,2.78,38.7861667,-122.7563333,2.344
15,2.02,38.8213333,-122.8118333,3.354
2,2.19,36.4583333,-121.0291667,2.118
12,2.08,38.7793333,-122.7606667,1.454
9,3.21,38.803,-122.7926667,4.181
12,2.18,38.7841667,-122.7696667,2.091
4,2.45,36.6383333,-121.2523333,5.646
15,2.34,38.7753333,-122.7195,1.697
0,2.76,38.7703333,-122.7298333,1.427
21,2.21,36.8895,-121.6306667,8.853
10,2.77,36.5443333,-121.1351667,8.636
9,2.56,36.8605,-121.5916667,6.754
22,2.12,37.0055,-121.7521667,12.855
11,2.4,38.8768333,-122.9595,4.386
6,2.79,38.8613333,-122.7831667,1.354
18,2.07,38.8013333,-122.8178333,0.531
16,2.07,38.8773333,-122.9593333,4.316
12,2.32,36.7666667,-121.457,4.275
22,2.03,36.6655,-120.5961667,8.552
20,2.08,37.3475,-121.713,7.388
19,2.02,37.7966667,-121.9473333,17.025
12,2.17,36.6488333,-121.2665,5.136
3,2.28,37.8681667,-122.2383333,10.049
2,2.16,37.797,-121.9448333,15.725
14,2.39,36.893,-121.6063333,1.285
12,3.1,38.7855,-122.7688333,2.624
15,2.04,38.7986667,-122.815,0.922
8,2.06,38.7578333,-122.7326667,1.044
5,2.06,38.824,-122.7768333,0.074
1,2.35,36.8443333,-121.5693333,4.793
12,2.76,38.754,-122.9178333,4.772
20,2.53,36.6543333,-121.2785,7.176
6,2.25,36.6533333,-121.2763333,7.166
4,2.07,38.8151667,-122.8295,0.062
12,2.04,36.4968333,-121.0756667,4.234
22,2.41,38.7856667,-122.7691667,1.714
9,2.16,37.1573333,-121.5438333,7.928
16,2.02,38.8215,-122.8058333,2.864
18,2.4,38.7565,-122.9183333,5.401
17,2.04,37.6561667,-122.5225,8.375
7,2.06,36.6991667,-121.3321667,2.275
0,2.03,37.944,-122.0628333,11.921
18,2.49,36.7215,-121.3466667,10.107
7,2.2,38.8085,-122.842,1.869
20,2.61,38.7818333,-122.7156667,2.114
13,2.13,38.7843333,-122.7695,1.481
21,2.37,38.7526667,-122.9186667,4.121
13,2.19,38.8216667,-122.8073333,2.031
6,2,38.7926667,-122.7458333,1.714
4,2.28,38.7388333,-122.9171667,5.731
7,2.59,38.751,-122.9173333,4.941
0,2.35,37.4213333,-121.763,10.46
14,2.19,38.833,-122.7816667,0.494
11,2.1,38.3768333,-122.6345,5.462
3,2.23,38.7348333,-122.4328333,7.815
9,2.06,38.812,-122.7966667,3.54
10,2.1,38.8488333,-122.8178333,0.546
14,2.26,36.5913333,-121.3225,13.398
7,2.09,36.5525,-121.1476667,8.382
21,2.09,38.7908333,-122.7273333,1.284
10,2.04,38.2935,-122.7138333,24.167
3,2.08,38.8121667,-122.812,3.4
9,2.37,36.572,-121.1661667,5.362
6,2.29,36.75,-121.4191667,6.879
5,2.18,38.753,-122.9161667,5.971
2,2.71,38.4028333,-122.5678333,7.28
15,2.59,36.5863333,-121.1823333,4.387
16,2.36,36.1373333,-121.6253333,17.482
9,2.27,38.8101667,-122.8003333,1.24
22,2.02,36.7483333,-121.4235,7.589
18,2.45,38.525,-122.6415,5.967
6,2.25,37.8608333,-122.235,8.629
22,2.36,37.5725,-120.8665,4.551
19,2.35,38.7455,-122.9188333,5.709
17,2.06,38.7725,-122.9221667,3.83
