Time,Mag,Lat,Long,Depth
9,2.94,36.8448333,-121.5793333,7.299
0,2.01,36.588,-120.6296667,3.68
3,3,37.3336667,-121.7011667,6.728
23,2.31,36.6321667,-121.2505,10.07
16,2.18,36.6976667,-121.331,2.459
8,2.19,36.825,-121.5478333,5.585
6,2.07,38.8148333,-122.8276667,0.095
2,2.02,38.7555,-122.7133333,1.334
1,2.46,38.7611667,-122.7168333,1.41
19,2.31,36.8261667,-121.5485,5.825
19,2.36,38.8,-122.7695,1.64
5,2.18,38.8238333,-122.801,3.48
20,2.06,37.382,-121.738,6.368
4,2.25,38.8096667,-122.7898333,0.47
2,2.07,36.8336667,-121.4076667,8.337
12,2.05,36.6223333,-121.2325,5.46
6,2.29,36.4585,-121.0368333,5.024
4,2.01,38.8165,-122.8276667,0.239
16,3.01,38.7873333,-122.7683333,0.11
14,2.24,38.836,-122.3866667,11.892
16,2.1,38.819,-122.78,0.28
11,2.7,38.8151667,-122.8088333,4.35
5,2.12,38.753,-122.4571667,5.829
21,2.41,36.3823333,-120.9641667,6.573
19,2.55,38.8208333,-122.7751667,2.23
19,2.03,38.8251667,-122.7766667,0.77
11,2,38.8183333,-122.781,1.923
0,2.19,36.3963333,-120.7586667,12.547
21,2.13,36.3993333,-120.735,12.467
5,3,36.2423333,-120.8026667,6.006
4,2.66,38.7895,-122.7573333,0.77
23,2.05,36.5615,-121.0341667,6.972
15,2.31,37.0516667,-121.4885,6.431
22,2.2,38.7986667,-122.8128333,3.448
23,2.47,37.414,-121.7633333,7.16
15,2.79,36.8858333,-121.6253333,8.248
8,2.81,36.674,-121.296,4.296
7,2.2,36.8853333,-121.622,8.068
21,2.16,38.4081667,-122.6253333,4.808
15,2.06,36.8936667,-121.3515,7.403
8,2.18,38.7856667,-122.7258333,1.96
18,3.03,36.3695,-120.7433333,10.912
23,2.39,38.8135,-122.4656667,10.935
21,2.69,37.1016667,-121.0065,5.032
16,3.25,37.1016667,-121.0196667,1.686
1,2.11,38.7888333,-122.7556667,0.55
20,2.13,36.4033333,-122.2743333,10.83
1,2.98,38.7968333,-122.74,1.01
14,2.49,38.8298333,-122.3795,6.952
3,2.55,37.0878333,-121.0391667,2.929
16,2.72,38.7961667,-122.7485,0.65
13,2.06,38.8418333,-122.8231667,1.95
12,2.84,38.7836667,-122.7493333,0.321
17,2.19,37.131,-121.5286667,7.977
15,2.17,36.47,-121.0478333,5.274
7,2.07,38.7975,-122.8035,2.098
18,2.57,37.6281667,-122.48,5.778
22,2.18,38.8193333,-122.839,1.289
20,2.11,38.8081667,-122.8101667,3.13
16,2.07,37.4275,-121.7711667,8.79
12,2.22,37.3981667,-121.7651667,2.697
21,2.11,37.2728333,-122.0353333,5.717
16,2.17,38.818,-122.7833333,0.163
16,2.31,37.3438333,-121.709,7.148
16,2.02,37.3466667,-121.7116667,6.788
16,3.12,37.3471667,-121.7125,7.318
6,2.43,36.3846667,-120.9645,6.081
2,2.21,38.8771667,-122.817,1.24
16,2.24,36.497,-121.0721667,3.134
6,2.25,36.7333333,-121.3851667,2.876
6,3.02,36.7288333,-121.3896667,1.846
5,2.51,36.7323333,-121.3856667,2.616
9,2.26,36.8061667,-121.4015,3.85
19,2.17,38.3398333,-122.1786667,9.316
9,2.14,36.8406667,-121.5563333,12.054
9,2.1,38.788,-122.7583333,0.861
23,2.43,36.7036667,-121.338,4.159
8,2.92,38.7955,-122.7678333,0.223
16,2.72,37.968,-122.0215,16.957
14,2.36,38.7978333,-122.7941667,0.191
13,2.07,38.792,-122.7466667,1.334
7,3.06,36.9345,-121.4338333,3.388
4,2.21,36.8365,-121.4083333,8.14
0,2.36,37.0871667,-121.029,2.686
17,2.07,38.8491667,-122.7921667,1.138
6,3.2,36.906,-121.3486667,8.318
6,2.22,37.307,-122.0671667,4.58
6,2.28,37.3076667,-122.0713333,4.69
21,2.58,37.6288333,-122.4843333,5.587
15,3.33,38.7923333,-122.7753333,2.261
14,2,38.7883333,-122.7591667,0.841
8,2.64,36.5348333,-121.1176667,2.946
12,3.41,36.2525,-120.8115,6.146
11,2.04,38.2561667,-122.2263333,2.363
3,2.08,36.5745,-121.17,5.532
1,2.48,36.5785,-121.1738333,5.392
23,2.15,38.8048333,-122.7748333,0.903
4,2.02,36.8416667,-121.5746667,7.794
2,2.03,37.6273333,-122.4813333,6.018
3,2.07,38.825,-122.7963333,0.193
5,2.2,37.858,-121.7628333,16.476
13,2.19,38.819,-122.8368333,0.099
6,2.05,36.033,-122.0495,15.815
4,2.14,37.8711667,-122.2395,9.287
3,3.07,36.8743333,-121.6013333,5.537
3,2.89,36.8735,-121.6038333,6.087
18,2.66,38.7888333,-122.7546667,0.481
3,2.16,37.8533333,-122.2338333,5.37
14,2.41,38.7905,-122.7758333,1.681
11,2.45,36.561,-121.1518333,2.342
9,2.14,36.5583333,-121.1535,6.652
3,2.02,36.558,-121.1523333,6.892
19,2.39,37.3726667,-121.7336667,5.718
16,2.5,38.791,-122.7733333,1.091
2,2.8,36.8801667,-121.6096667,5.828
2,2.42,36.8818333,-121.6088333,5.48
0,2.11,36.9721667,-121.7306667,13.722
20,2,37.6913333,-122.0653333,11.398
15,2.95,36.7708333,-121.2825,7.957
16,2.11,36.704,-121.3361667,2.519
12,2.23,36.6205,-121.2288333,5.17
6,3.92,38.8368333,-122.8056667,0.62
6,3.92,38.8421667,-122.7971667,1.12
6,2.07,36.4091667,-120.9891667,5.051
5,2.28,38.8241667,-122.7731667,0.406
12,2.21,38.7946667,-122.768,0.111
8,2.81,38.9761667,-122.61,0.51
5,2.25,38.7806667,-122.7441667,0.041
3,2.07,38.8153333,-122.8355,1.909
18,2.41,36.6348333,-121.2468333,5.21
4,2.12,38.7865,-122.774,2.071
3,2.14,37.1218333,-121.8591667,3.527
10,2.13,36.8533333,-121.584,6.644
23,2.36,38.7916667,-122.7578333,0.491
12,2.22,36.3473333,-120.9003333,6.352
7,2.1,38.7868333,-122.773,1.051
14,2.36,38.0661667,-121.8566667,20.205
