Time,Mag,Lat,Long,Depth
16,2.21,38.7943333,-122.7755,3.511
14,2.12,37.5083333,-121.6733333,8.74
23,2.2,37.0891667,-121.398,7.194
20,2.33,36.5668333,-121.133,9.052
13,2.17,37.1093333,-121.836,3.993
13,2.02,36.6446667,-120.6563333,1.406
12,2.09,36.6275,-120.6311667,2.252
8,2.49,38.7981667,-122.738,1.984
4,2.31,38.8111667,-122.7975,3.73
11,3.52,37.119,-121.5223333,7.651
9,2.45,38.795,-122.7281667,0.814
3,2.85,37.117,-121.5228333,6.761
3,3.59,37.117,-121.5201667,7.551
10,2.01,36.4776667,-121.057,7.034
7,2.45,36.4295,-120.9923333,0.968
2,2.05,38.9053333,-122.689,0.347
2,2.01,36.6255,-121.2305,3.59
23,2.05,37.2245,-121.4646667,4.267
19,2.03,36.775,-121.283,7.846
17,2.18,37.0903333,-122.3356667,5.829
16,2.58,36.383,-120.9611667,7.281
2,2.6,36.8648333,-120.7983333,1.91
21,2.17,38.1486667,-121.7961667,16.735
23,2.06,36.8308333,-121.4086667,7.965
23,2.33,36.5866667,-121.1866667,6.395
18,2.58,37.0368333,-122.1526667,20.722
11,2.85,36.7746667,-121.2831667,8.256
15,2.75,36.8811667,-121.613,7.113
19,2.37,38.7945,-122.801,3.708
12,2.26,36.773,-121.2828333,7.966
12,2.54,36.7741667,-121.283,8.176
16,2.32,37.0963333,-121.3905,16.444
11,2.26,38.8113333,-122.8163333,3.35
0,2.14,38.8361667,-122.8778333,2.442
15,2,38.796,-122.8081667,3.478
1,2.04,37.2948333,-121.675,2.758
11,2.2,36.848,-121.5763333,5.991
9,2.84,36.8481667,-121.5768333,5.921
23,2.37,38.7851667,-122.7538333,1.751
17,2.01,37.659,-121.7426667,3.742
10,2.24,36.4595,-121.0385,5.019
4,2.17,36.8503333,-121.5776667,6.011
3,2.85,36.4621667,-121.04,5.764
20,2.94,38.817,-122.8093333,3.13
5,2.05,36.5028333,-120.9928333,5.345
8,2.41,36.96,-121.5903333,4.102
16,2.72,38.8095,-122.798,1.33
0,2.13,38.3496667,-122.6325,6.538
10,2.11,36.645,-121.0791667,11.724
2,2.08,38.8485,-122.4896667,7.569
0,2.2,38.848,-122.4911667,7.789
0,2.21,38.8266667,-122.7978333,3.08
17,2.31,38.8176667,-122.8091667,3.66
18,2.47,38.8226667,-122.811,3.3
3,2.11,36.0691667,-121.5798333,6.813
22,2.09,38.8085,-122.8146667,3.58
18,2.48,36.599,-121.1973333,2.765
15,2.23,37.9306667,-121.9316667,3.191
5,3.15,37.7068333,-122.5163333,4.865
4,2.59,37.7058333,-122.5165,5.145
2,2.42,37.509,-121.6771667,9.19
15,2.14,38.8515,-122.8161667,0.631
2,2.39,37.5085,-121.678,9.04
17,2.06,37.4248333,-121.769,8.63
2,2.08,36.7396667,-121.4406667,4.295
2,2.61,38.755,-122.4388333,5.952
6,2.25,36.9485,-120.2271667,0.107
14,2.48,36.8928333,-121.6065,1.485
1,2.35,36.7983333,-121.5275,9.19
1,2.02,38.7911667,-122.7776667,1.461
7,2.29,36.6953333,-121.2863333,4.276
19,2.15,38.3625,-122.6436667,2.938
18,2.27,37.4073333,-121.7943333,2.18
10,2.53,36.5788333,-121.1735,5.043
0,2.26,38.8016667,-122.7988333,3.351
13,2.05,37.6841667,-121.63,16.157
12,2.31,37.6861667,-121.629,16.907
8,2.96,37.6925,-121.6283333,17.696
4,3.35,37.4285,-121.7708333,9.57
14,2.51,36.5805,-121.1748333,4.993
14,2.2,36.579,-121.1735,4.343
14,2.17,36.5795,-121.1743333,4.803
11,2.44,36.6145,-120.7211667,5.887
8,2.4,36.6165,-120.72,6.257
23,3.01,38.8341667,-122.8735,3.102
8,2.18,36.9496667,-121.6905,8.406
19,2.48,38.8178333,-122.8125,2.27
5,2.11,35.8998333,-121.6241667,12.428
