Time,Mag,Lat,Long,Depth
7,2.2,37.936,-121.9941667,15.687
13,2.09,36.3935,-120.7253333,11.713
22,2.07,37.06,-121.4915,4.272
14,2.65,36.7026667,-121.3338333,2.609
0,2.1,38.7586667,-122.7148333,1.342
21,2.35,36.383,-120.9623333,6.139
9,2.42,36.5951667,-121.2056667,8.589
8,2.93,38.791,-122.746,1.213
2,2.23,38.8363333,-122.8056667,1.999
2,2.4,38.836,-122.804,2.015
6,2.08,36.6623333,-121.2921667,8.495
18,2.61,38.3478333,-122.6331667,5.948
11,2.07,38.8323333,-122.8731667,1.586
5,2.43,38.4238333,-122.2553333,10.406
12,2.03,36.4978333,-121.0783333,4.449
1,2.06,37.4581667,-121.8038333,10.285
22,2.84,36.683,-121.3115,3.968
9,2.38,38.8346667,-122.8075,2.159
6,2.12,38.812,-122.8203333,1.92
5,2.28,38.7406667,-122.9616667,2.037
19,4.09,38.4316667,-122.2503333,12.83
13,2.63,36.6056667,-121.209,2.416
13,2.09,36.7358333,-121.4166667,6.82
17,2.09,36.4953333,-121.0758333,4.469
17,2.22,36.496,-121.0758333,4.519
21,2.07,36.675,-121.3055,5.97
20,2.03,37.5478333,-121.8745,7.26
2,2.03,36.6595,-120.8625,3.667
0,2.93,38.7038333,-122.415,10.118
19,2.62,36.7643333,-121.3565,9.394
12,2.17,37.356,-121.7166667,8.341
5,2.02,38.7791667,-122.7105,2.33
19,2.69,38.8053333,-122.7901667,0.876
15,2.04,38.8226667,-122.8,2.57
18,2,38.7836667,-122.768,1.444
11,2.09,36.565,-121.1586667,2.724
9,2.34,38.8181667,-122.8035,2.959
7,2.63,37.9646667,-122.0521667,13.647
7,3.51,37.9661667,-122.0433333,12.12
7,3.03,37.958,-122.0505,13.91
8,2.07,36.7343333,-121.409,6.29
3,2.23,37.658,-121.866,14.69
18,2.73,37.968,-122.0326667,13.265
18,2.27,37.9638333,-122.036,12.74
18,2.62,38.8076667,-122.8236667,1.02
15,2.05,37.9651667,-122.0363333,12.985
15,2.89,37.9625,-122.0428333,12.475
15,3.64,37.9665,-122.0436667,13.14
15,2.4,37.9698333,-122.0368333,13.355
5,2.74,36.7796667,-121.4866667,4.01
7,2.15,36.6845,-121.3131667,3.938
17,2.25,37.8101667,-122.6498333,5.597
17,2.42,37.806,-122.6623333,4.787
