Time,Mag,Lat,Long,Depth
8,2.08,38.7718333,-122.7071667,2.018
22,2.1,37.2598333,-122.045,5.652
21,2.07,36.3033333,-120.8918333,5.055
20,2.49,38.8333333,-122.797,2.252
16,2.2,38.8076667,-122.7923333,2.252
13,2.01,38.8173333,-122.8038333,1.452
23,2.03,37.3808333,-121.7365,6.898
20,2.82,37.7793333,-122.1655,7.946
12,2.09,36.4981667,-121.0771667,4.512
23,2.26,38.8306667,-122.8028333,2.022
2,2.14,37.253,-121.6385,4.146
12,2.23,38.8276667,-122.808,3.229
10,2.07,38.4295,-122.457,8.727
4,2.02,36.3836667,-120.9633333,6.263
23,2.51,36.5725,-121.1651667,2.731
17,2.27,36.689,-121.3178333,4.167
9,3.31,38.4285,-122.458,9.888
5,2.86,38.8246667,-122.7913333,1.912
12,2.35,38.7943333,-122.78,0.82
2,2.49,38.8106667,-122.793,3.042
20,2.13,38.8225,-122.7996667,3.312
16,3.5,37.364,-121.727,6.358
3,2.09,37.4138333,-121.7616667,7.31
4,2.27,38.8313333,-122.8698333,2.249
22,2.15,38.8193333,-122.8013333,2.232
1,2.92,36.5661667,-121.1568333,2.47
1,2.49,38.8048333,-122.8156667,3.929
22,2.4,36.6753333,-121.3025,5.837
11,2.58,38.819,-122.7983333,2.976
7,2.09,36.8025,-121.5253333,6.536
19,2.96,38.4953333,-122.7285,5.638
23,2.04,38.8155,-122.8166667,1.922
12,2.19,36.5633333,-121.156,2.341
7,2.65,38.7911667,-122.745,2.318
6,2.14,38.7715,-122.7356667,1.75
5,2.46,38.3281667,-122.5843333,8.736
19,3.03,37.2576667,-121.6401667,5.146
8,2,37.8708333,-122.2243333,4.413
5,2,38.8345,-122.8061667,1.402
20,2.08,36.6858333,-120.8213333,7.615
11,2.74,36.674,-121.1383333,8.732
10,2.41,36.6555,-121.282,6.995
7,2.01,38.7913333,-122.7406667,1.738
21,2.37,36.5491667,-121.1398333,6.64
20,2.65,36.8435,-121.453,2.075
20,2.24,38.8031667,-122.7323333,2.648
6,2.13,38.7951667,-122.7501667,1.812
22,2.1,36.6171667,-121.2245,4.707
20,2.5,36.5638333,-121.0748333,8.96
11,2.51,36.8973333,-121.616,0.189
19,2.01,36.7736667,-121.5061667,9.485
23,2.08,36.7846667,-121.329,6.45
12,2.94,37.8553333,-122.2878333,8.409
17,2.18,38.8285,-122.8055,2.832
16,2.18,37.1923333,-120.1706667,20.255
6,2.05,36.7073333,-121.1723333,10.962
11,2.64,36.5588333,-121.0733333,8.334
8,3.05,38.8195,-122.8231667,2.79
6,2.86,36.5865,-121.1815,3.967
14,2.34,38.794,-122.8016667,3.99
6,3.27,38.8,-122.7263333,7.778
6,2.04,38.7968333,-122.735,1.718
1,2.53,36.5183333,-121.101,4.47
11,2.05,36.7245,-121.3886667,6.089
17,2.32,36.546,-121.1093333,7.984
17,2.39,36.5631667,-121.0793333,8.144
16,2.33,36.825,-121.551,5.246
17,2.2,38.0783333,-122.2371667,6.759
2,2.37,38.6721667,-122.422,6.49
1,2.44,36.6233333,-121.2286667,7.777
22,2.23,37.0428333,-121.4791667,6.74
14,2.53,38.817,-122.7905,2.192
14,2.05,38.8335,-122.8083333,0.592
14,4.46,38.7946667,-122.7965,1.65
13,2.1,36.2803333,-121.113,6.768
12,2.3,36.8611667,-121.4155,6.133
11,2.02,36.3876667,-120.9618333,0.193
5,2.29,38.3706667,-121.5541667,29.234
6,2.16,38.8315,-122.7586667,0.832
0,2.19,38.8135,-122.7941667,3.322
23,2.23,38.8216667,-122.7948333,3.032
22,2.54,38.7423333,-122.7003333,1.277
21,2.28,36.6485,-121.2673333,5.097
7,2.06,38.8196667,-122.8145,3.512
14,2.19,38.7761667,-122.7233333,1.158
11,2,38.835,-122.807,1.942
